1537727393 0 1 0 0 0 0
1537791967 0 1 0 0 1 0
1537792140 1 1 0 0 2 0
1538760188 2 1 0 0 2 0
1538938283 2 2 0 0 2 0
1538941870 4 2 0 0 2 0
1538942109 4 3 0 0 2 0
1538942262 5 4 0 0 2 0
1539084751 6 4 0 0 2 0
1539086454 6 4 0 1 2 0
1539088053 8 5 0 1 2 0
1539091672 8 6 0 1 2 0
1539091951 9 6 0 1 2 0
1539092902 9 7 0 1 2 0
1539100905 10 7 0 1 2 0
1539111630 11 7 0 1 2 0
1539112590 12 7 0 1 2 0
1539113917 13 7 0 1 2 0
1539114122 14 7 0 1 2 0
1539115652 15 7 0 1 2 0
1539151969 15 7 0 2 2 0
1539154933 15 7 0 2 3 0
1539155332 15 7 0 2 4 0
1539155389 15 7 0 2 5 0
1539155410 15 7 0 2 6 0
1539155437 15 7 0 2 7 0
1539155461 15 7 0 2 8 0
1539155501 15 7 0 2 9 0
1539155575 16 7 0 2 10 0
1539156105 17 7 0 2 10 0
1539159511 17 7 1 2 10 0
1539165751 18 7 1 2 10 0
1539166056 20 7 2 2 10 0
1539169493 21 7 2 2 10 0
1539169844 21 8 2 2 10 0
1539169888 21 9 2 2 10 0
1539174284 22 9 2 2 10 0
1539175603 22 10 2 2 10 0
1539176253 22 10 3 2 10 0
1539179401 23 10 3 2 10 0
1539183444 24 10 3 2 10 0
1539183497 25 10 3 2 10 0
1539183703 25 11 3 2 10 0
1539184593 26 11 3 2 10 0
1539187336 27 11 3 2 10 0
1539196595 28 11 3 2 10 0
1539197958 29 11 3 2 10 0
1539255878 29 11 4 2 10 0
1539259383 29 11 5 2 10 0
1539259391 29 11 6 2 10 0
1539259489 29 11 6 3 10 0
1539260274 29 11 7 3 10 0
1539272105 29 11 7 4 10 0
1539272517 29 11 8 4 10 0
1539335498 29 12 8 4 10 0
1539335520 29 13 8 4 10 0
1539335846 29 14 8 4 10 0
1539879416 29 14 8 5 10 0
1539881458 29 14 9 5 10 0
1540137065 29 14 9 6 10 0
1540137214 29 14 10 6 10 0
1540411682 29 14 10 6 10 1
1540414673 29 14 10 6 10 2
1540471750 29 14 10 6 11 2
1540472367 29 14 10 6 12 2
1540472513 29 14 10 6 13 2
1540474641 29 14 10 6 14 2
1540551583 29 14 10 6 15 2
1540551775 29 14 10 6 16 2
1540570168 29 14 10 6 16 3
1540572744 29 14 10 6 16 4
1540579768 29 14 10 6 16 5
1540580456 29 14 10 6 16 6
1540588449 29 14 10 6 16 7
1540682191 29 14 10 6 16 8
1540683206 29 14 10 6 16 9
1540683569 29 14 10 6 16 10
1540838276 29 14 10 6 16 11
1540884644 29 15 10 6 16 11
1540898545 29 15 10 7 16 11
1540901802 29 16 10 7 16 11
