1523946456 0 0 0 0 1 0 0 0
1523946633 0 1 0 0 1 0 0 0
1523981230 0 2 0 0 1 0 0 0
1524219073 0 3 0 0 1 0 0 0
1524221716 0 3 0 0 1 1 0 0
1524223863 0 4 0 0 1 1 0 0
1524225134 0 4 0 1 1 1 0 0
1524225314 0 4 0 1 1 2 0 0
1524225665 0 4 0 2 1 2 0 0
1524232759 0 4 0 3 1 2 0 0
1524471199 0 4 0 4 1 2 0 0
1524471311 0 4 0 4 1 3 0 0
1524479076 0 7 0 4 2 3 0 0
1524479445 0 8 0 4 2 3 0 0
1524479711 0 8 0 4 2 4 0 0
1524490289 0 9 0 4 2 4 0 0
1524495187 0 10 0 4 2 4 0 0
1524558158 0 11 0 4 2 4 0 0
1524558186 0 12 0 4 2 4 0 0
1524558206 0 13 0 4 2 4 0 0
1524558269 0 14 0 4 2 4 0 0
1524558326 0 15 0 4 2 4 0 0
1524558609 0 15 0 4 2 5 0 0
1524597590 0 16 0 4 2 5 0 0
1524597607 0 17 0 4 2 5 0 0
1524597910 0 17 0 4 2 6 0 0
1524666947 0 17 0 5 2 6 0 0
1524668110 0 17 0 5 2 7 0 0
1524671406 0 17 0 6 2 7 0 0
1524678906 0 17 0 6 2 8 0 0
1524680973 0 17 0 7 2 8 0 0
1524681509 0 17 0 8 2 8 0 0
1524682208 0 17 0 8 2 9 0 0
1524689252 0 18 0 8 2 9 0 0
1524724813 0 18 0 8 2 10 0 0
1524738206 0 19 0 8 2 10 0 0
1524738727 0 20 0 8 2 10 0 0
1524742608 0 21 0 8 2 10 0 0
1524817208 0 21 0 8 2 11 0 0
1524823277 0 22 0 8 2 11 0 0
1524823636 0 22 0 8 3 11 0 0
1524827856 0 23 0 8 3 11 0 0
1524836409 0 23 0 8 3 12 0 0
1526481998 0 24 0 8 3 12 0 0
1526482513 0 24 0 8 3 13 0 0
1526549057 0 25 0 8 3 13 0 0
1526551515 0 25 0 8 3 14 0 0
1526554532 0 26 0 8 3 14 0 0
1526554743 0 26 0 8 4 14 0 0
1526558454 0 27 0 8 4 14 0 0
1526977166 0 28 0 8 4 14 0 0
1527061833 0 28 0 8 4 14 0 1
1527064988 0 29 0 8 4 14 0 1
1527065110 0 29 0 8 4 15 0 1
1527179574 0 30 0 8 4 15 0 1
1527180183 0 31 0 8 4 15 0 1
1527180308 0 31 0 8 4 16 0 1
1527186176 0 32 0 8 4 16 0 1
1527186306 0 32 0 8 4 17 0 1
1528794893 0 32 0 9 4 17 0 1
1528794937 0 32 0 10 4 17 0 1
1528794972 0 32 0 11 4 17 0 1
1528795406 0 32 0 12 4 17 0 1
1528800914 0 32 0 13 4 18 0 1
1530388567 0 33 0 13 4 18 0 1
1530389127 0 33 0 13 4 19 0 1
1530525683 0 34 0 13 4 19 0 1
1530532537 0 34 0 13 4 20 0 1
1530532836 0 34 0 14 4 20 0 1
1530534323 0 34 0 14 4 21 0 1
1530880888 0 34 0 14 4 21 1 1
1530882014 0 34 0 15 4 21 1 1
1530882081 0 34 0 16 4 21 1 1
1530882365 1 34 0 16 4 21 1 1
1531157211 1 34 0 17 4 21 1 1
1531159379 1 34 0 17 4 21 2 1
1531161157 2 34 0 17 4 21 2 1
1531239601 2 34 0 17 5 21 2 1
1531239798 2 34 0 17 6 21 2 1
1531240195 2 34 0 17 6 21 3 1
1531241419 3 34 0 17 6 21 3 1
1531293499 3 34 0 17 6 21 4 1
1531294271 4 34 0 17 6 21 4 1
1531301362 4 34 0 17 6 21 5 1
1531301925 5 34 0 17 6 21 5 1
1531309459 5 34 0 17 6 21 6 1
1531310129 6 34 0 17 6 21 6 1
1531855854 6 34 0 17 6 21 7 1
1531856721 7 34 0 17 6 21 7 1
1532076035 7 35 0 17 6 21 7 1
1532334775 7 35 0 18 6 21 7 1
1532425664 7 36 0 18 6 21 7 1
1532429362 7 36 0 18 7 21 7 1
1532494336 7 36 0 18 8 21 7 1
1532496086 7 37 0 18 8 21 7 1
1532499368 7 38 0 18 8 21 7 1
1532500073 7 39 0 18 8 21 7 1
1532515747 7 40 0 18 8 21 7 1
1532516139 8 40 0 18 8 21 7 1
1532590936 8 40 0 19 8 21 7 1
1532712992 8 40 0 19 8 21 8 1
1532713955 9 40 0 19 8 21 8 1
1532934633 9 40 0 19 8 21 9 1
1532935049 10 40 0 19 8 21 9 1
1533626810 10 41 0 19 8 21 9 1
1533637734 11 41 0 19 8 21 9 1
1533730009 11 42 0 19 8 21 9 1
1533730555 11 43 0 19 8 21 9 1
1533731043 11 44 0 19 8 21 9 1
1533740941 11 44 1 19 8 21 9 1
1533741429 12 44 1 19 8 21 9 1
1533745203 12 44 2 19 8 21 9 1
1533745980 13 44 2 19 8 21 9 1
1533748448 13 44 3 19 8 21 9 1
1533749014 14 44 3 19 8 21 9 1
1533753226 14 44 4 19 8 21 9 1
1533753860 15 44 4 19 8 21 9 1
1535433135 15 44 4 19 9 21 9 1
1535433612 15 44 4 19 10 21 9 1
1535475903 15 44 4 19 11 21 9 1
1535476244 15 45 4 19 11 21 9 1
1535476552 15 45 5 19 11 21 9 1
1535477435 15 45 5 19 12 21 9 1
1535477493 16 45 5 19 12 21 9 1
1535477721 16 45 5 19 13 21 9 1
1535477853 16 45 5 19 14 21 9 1
1535486401 16 45 6 19 14 21 9 1
1535487008 17 45 6 19 14 21 9 1
1535566925 17 45 7 19 14 21 9 1
1535568584 18 45 7 19 14 21 9 1
1535573033 18 45 7 20 14 21 9 1
1535585517 18 45 8 20 14 21 9 1
1535587755 19 45 8 20 14 21 9 1
1535657838 19 45 8 21 14 21 9 1
1535658889 20 45 8 21 14 21 9 1
1535965945 20 45 9 21 14 21 9 1
1535966359 21 45 9 21 14 21 9 1
1535974689 21 45 9 22 14 21 9 1
1535978263 21 45 10 22 14 21 9 1
1535979989 22 45 10 22 14 21 9 1
1535987886 22 45 11 22 14 21 9 1
1535989299 23 45 11 22 14 21 9 1
1536144247 23 45 11 23 14 21 9 1
1536152252 23 45 12 23 14 21 9 1
1536154086 24 45 12 23 14 21 9 1
1537178789 24 45 13 23 14 21 9 1
1537180100 25 45 13 23 14 21 9 1
1537773165 25 46 13 23 14 21 9 1
1537774234 25 46 13 24 14 21 9 1
1537778787 26 46 13 24 14 21 9 1
1537998705 26 46 14 24 14 21 9 1
1538000203 27 46 14 24 14 21 9 1
1538149490 27 46 15 24 14 21 9 1
1538150330 28 46 15 24 14 21 9 1
1538215861 28 46 16 24 14 21 9 1
1538216315 29 46 16 24 14 21 9 1
1539088260 29 46 17 24 14 21 9 1
1539089116 30 46 17 24 14 21 9 1
1539123444 30 46 18 24 14 21 9 1
1539124485 31 46 18 24 14 21 9 1
1539130195 31 46 19 24 14 21 9 1
1539131007 32 46 19 24 14 21 9 1
1539243763 32 46 20 24 14 21 9 1
1539244051 33 46 20 24 14 21 9 1
1539272735 33 46 21 24 14 21 9 1
1539273263 34 46 21 24 14 21 9 1
1539327517 34 46 22 24 14 21 9 1
1539328006 35 46 22 24 14 21 9 1
1539337476 35 46 23 24 14 21 9 1
1539337759 36 46 23 24 14 21 9 1
1539434303 36 46 23 25 14 21 9 1
1539587294 37 46 23 25 14 21 9 1
1540135076 37 46 23 26 14 21 9 1
1540135155 37 46 23 27 14 21 9 1
1540137557 37 46 24 27 14 21 9 1
1540137698 38 46 24 27 14 21 9 1
1540151020 38 46 24 28 14 21 9 1
1540152309 38 46 24 29 14 21 9 1
1540152648 38 46 24 30 14 21 9 1
1540199743 38 46 24 31 14 21 9 1
1540207616 38 46 24 32 14 21 9 1
1540244591 38 46 24 33 14 21 9 1
1540246062 39 46 24 33 14 21 9 1
1540248167 39 46 24 34 14 21 9 1
1540252635 39 46 25 34 14 21 9 1
1540252977 40 46 25 34 14 21 9 1
1540580793 40 47 25 34 14 21 9 1
1540671085 40 47 25 35 14 21 9 1
1540671357 41 47 25 35 14 21 9 1
1540737046 41 47 26 35 14 21 9 1
1540737379 42 47 26 35 14 21 9 1
1540834451 42 47 27 35 14 21 9 1
1540834781 43 47 27 35 14 21 9 1
1540887777 43 48 27 35 14 21 9 1
1540888730 43 49 27 35 14 21 9 1
1540889295 44 49 27 35 14 21 9 1
1540889419 44 49 27 36 14 21 9 1
1540892876 44 49 27 37 14 21 9 1
1540932979 44 49 28 37 14 21 9 1
1540933480 44 49 28 37 15 21 9 1
1540936598 44 50 28 37 15 21 9 1
1540942765 44 51 28 37 15 21 9 1
1540944686 44 52 28 37 15 21 9 1
1540973663 44 52 29 37 15 21 9 1
1540974537 44 52 29 37 16 21 9 1
1540976231 44 53 29 37 16 21 9 1
1541018910 44 53 29 37 17 21 9 1
1541071303 44 53 30 37 17 21 9 1
1541071472 44 53 30 37 18 21 9 1
1541071499 44 53 30 37 19 21 9 1
1541071506 44 53 30 37 20 21 9 1
1541075907 44 53 30 38 20 21 9 1
1541107723 44 53 30 39 20 21 9 1
1541405138 44 53 31 39 20 21 9 1
1541405385 45 53 31 39 20 21 9 1
1541493436 45 53 31 39 21 21 9 1
1541520326 45 53 31 39 22 21 9 1
1541576905 46 53 31 39 22 21 9 1
1541586622 46 53 32 39 22 21 9 1
1541587412 47 53 32 39 22 21 9 1
1541588296 47 53 32 39 23 21 9 1
1541603113 47 53 33 39 23 21 9 1
1541603688 48 53 33 39 23 21 9 1
1541663464 48 53 33 40 23 21 9 1
1541665207 48 53 33 41 23 21 9 1
1541666185 49 53 33 41 23 21 9 1
1541668444 49 53 33 41 24 21 9 1
1541672772 49 53 33 42 24 21 9 1
1541678349 49 53 34 42 24 21 9 1
1541679214 50 53 34 42 24 21 9 1
1541684457 50 53 35 42 24 21 9 1
1541684844 51 53 35 42 24 21 9 1
1541713160 51 54 35 42 24 21 9 1
1542027578 51 54 35 43 24 21 9 1
1542045057 51 54 35 44 24 21 9 1
1542286912 51 54 36 44 24 21 9 1
1542288427 52 54 36 44 24 21 9 1
1542327730 52 54 37 44 24 21 9 1
1542328601 53 54 37 44 24 21 9 1
1542378321 53 54 38 44 24 21 9 1
1542379020 54 54 38 44 24 21 9 1
1542466637 54 54 39 44 24 21 9 1
1542466973 55 54 39 44 24 21 9 1
1542661299 55 54 40 44 24 21 9 1
1542661716 56 54 40 44 24 21 9 1
1542885552 56 54 41 44 24 21 9 1
1542886342 57 54 41 44 24 21 9 1
1543228330 57 55 41 44 24 21 9 1
1543229381 58 55 41 44 24 21 9 1
1543386945 58 55 42 44 24 21 9 1
1543387330 59 55 42 44 24 21 9 1
1543392331 59 55 43 44 24 21 9 1
1543392551 60 55 43 44 24 21 9 1
1543848400 60 55 44 44 24 21 9 1
1543849424 61 55 44 44 24 21 9 1
1544112307 61 55 45 44 24 21 9 1
1544113129 62 55 45 44 24 21 9 1
1544586422 62 55 46 44 24 21 9 1
1544587573 63 55 46 44 24 21 9 1
1544592617 63 55 47 44 24 21 9 1
1544593262 64 55 47 44 24 21 9 1
1545068483 64 55 48 44 24 21 9 1
1545068947 65 55 48 44 24 21 9 1
1547024301 65 56 48 44 24 21 9 1
1547024323 65 57 48 44 24 21 9 1
1547024424 65 57 48 44 25 21 9 1
1547557393 65 58 48 44 25 21 9 1
1547557444 65 58 48 44 26 21 9 1
1548186630 65 58 49 44 26 21 9 1
1548187433 66 58 49 44 26 21 9 1
1549035270 66 59 49 44 26 21 9 1
1549035820 66 59 49 44 27 21 9 1
1550133065 66 59 50 44 27 21 9 1
1550133240 67 59 50 44 27 21 9 1
1550141721 67 59 51 44 27 21 9 1
1550141918 68 59 51 44 27 21 9 1
1550641965 68 60 51 44 27 21 9 1
