1519903952 0 0 0 339 0 0 0
1520252785 309 0 0 339 0 0 0
1520252860 310 0 0 339 0 0 0
1520282016 363 0 0 339 0 0 0
1520414764 366 0 0 339 0 0 0
1520416499 620 0 0 339 0 0 0
1520423962 2315 0 0 339 0 0 0
1520855703 2315 0 0 339 0 0 0
1520938242 2842 0 0 339 0 0 0
1521057717 3169 0 0 339 0 0 0
1521107362 3588 0 0 339 0 0 0
1521468042 4009 0 0 339 0 0 0
1521478462 37649 0 0 339 0 0 0
1521478842 37653 0 0 339 0 0 0
1521535613 37744 0 0 339 0 0 0
1521535804 37747 0 0 339 0 0 0
1521535823 37757 0 0 339 0 0 0
1521535934 37758 0 0 339 0 0 0
1521536069 37761 0 0 339 0 0 0
1522066093 38438 0 0 339 0 0 0
1522320959 38601 0 0 339 0 0 0
1522851964 38743 0 0 339 0 0 0
1522855319 39363 0 0 339 0 0 0
1522856700 40115 0 0 339 0 0 0
1522942484 40342 0 0 339 0 0 0
1523357521 41751 0 0 339 0 0 0
1523357571 43160 0 0 339 0 0 0
1523357772 43160 0 0 339 0 0 0
1523362793 43410 0 0 339 0 0 0
1523362897 43410 0 0 339 0 0 0
1523543729 44137 0 0 339 0 0 0
1523818461 48080 0 0 339 0 0 0
1523819887 48082 0 0 339 0 0 0
1524472417 48082 0 0 339 0 0 0
1524993853 48082 0 4 339 0 0 0
1524994844 48082 0 12 339 0 0 0
1524995113 48082 0 12 339 0 0 0
1524997523 48082 0 13 339 0 0 0
1524997819 48082 0 13 339 0 0 0
1525251823 48082 0 1306 339 0 0 0
1525261212 48082 0 1306 339 0 0 0
1527681207 48687 0 1306 339 0 0 0
1527699392 48995 0 1306 339 0 0 0
1527857126 48995 0 1307 339 0 0 0
1528820210 48995 0 1307 339 0 2 0
1528825332 48995 0 1307 339 0 151 0
1528839323 48995 0 1307 339 0 151 0
1528839672 48995 0 1307 339 0 151 0
1528926367 48995 0 1307 339 0 151 26548
1529960089 48995 0 1307 339 0 184 26548
1529993436 48995 0 1307 339 0 184 26548
1531382082 48995 0 1307 339 0 184 26548
1542036081 48995 0 1307 339 5 184 26548
1542215191 48995 0 1307 339 157 184 26548
1542283761 49265 0 1307 339 157 184 26548
1542652937 49265 0 1307 339 157 184 26548
1548066887 49962 0 1307 339 157 184 26548
1548079699 49962 0 1307 339 157 184 26548
1549966597 49962 0 1307 339 31084 184 26548
1549968078 49962 0 1307 339 31084 184 26548
1550593491 50483 0 1307 339 31084 184 26548
