1519903952 0 0 0 1 0 0 0
1520252785 1 0 0 1 0 0 0
1520252860 2 0 0 1 0 0 0
1520282016 3 0 0 1 0 0 0
1520414764 4 0 0 1 0 0 0
1520416499 5 0 0 1 0 0 0
1520423962 6 0 0 1 0 0 0
1520855703 7 0 0 1 0 0 0
1520938242 8 0 0 1 0 0 0
1521057717 9 0 0 1 0 0 0
1521107362 10 0 0 1 0 0 0
1521468042 11 0 0 1 0 0 0
1521478462 12 0 0 1 0 0 0
1521478842 13 0 0 1 0 0 0
1521535613 14 0 0 1 0 0 0
1521535804 15 0 0 1 0 0 0
1521535823 16 0 0 1 0 0 0
1521535934 17 0 0 1 0 0 0
1521536069 18 0 0 1 0 0 0
1522066093 19 0 0 1 0 0 0
1522320959 20 0 0 1 0 0 0
1522851964 21 0 0 1 0 0 0
1522855319 22 0 0 1 0 0 0
1522856700 23 0 0 1 0 0 0
1522942484 24 0 0 1 0 0 0
1523357521 25 0 0 1 0 0 0
1523357571 26 0 0 1 0 0 0
1523357772 27 0 0 1 0 0 0
1523362793 28 0 0 1 0 0 0
1523362897 29 0 0 1 0 0 0
1523543729 30 0 0 1 0 0 0
1523818461 31 0 0 1 0 0 0
1523819887 32 0 0 1 0 0 0
1524472417 32 0 1 1 0 0 0
1524993853 32 0 2 1 0 0 0
1524994844 32 0 3 1 0 0 0
1524995113 32 1 3 1 0 0 0
1524997523 32 1 4 1 0 0 0
1524997819 32 2 4 1 0 0 0
1525251823 32 2 5 1 0 0 0
1525261212 32 3 5 1 0 0 0
1527681207 33 3 5 1 0 0 0
1527699392 34 3 5 1 0 0 0
1527857126 34 3 6 1 0 0 0
1528820210 34 3 6 1 0 1 0
1528825332 34 3 6 1 0 2 0
1528839323 34 4 6 1 0 2 0
1528839672 34 5 6 1 0 2 0
1528926367 34 5 6 1 0 2 1
1529960089 34 5 6 1 0 3 1
1529993436 34 6 6 1 0 3 1
1531382082 34 6 6 2 0 3 1
1542036081 34 6 6 2 1 3 1
1542215191 34 6 6 2 2 3 1
1542283761 35 6 6 2 2 3 1
1542652937 35 6 6 3 2 3 1
1548066887 36 6 6 3 2 3 1
1548079699 36 6 6 4 2 3 1
1549966597 36 6 6 4 3 3 1
1549968078 36 6 6 5 3 3 1
1550593491 37 6 6 5 3 3 1
