1518076071 0 1 0 0
1519220398 1 1 0 0
1519909771 2 1 0 0
1519984825 3 1 0 0
1520236306 4 1 0 0
1520237570 5 1 0 0
1520237609 6 1 0 0
1521059258 7 1 0 0
1521059291 8 1 0 0
1522066418 9 1 0 0
1522586693 10 1 0 0
1522998883 11 1 0 0
1523691845 12 1 0 0
1523879866 12 1 1 0
1524128924 13 1 1 0
1524132237 13 2 1 0
1524595576 14 2 1 0
1524637598 15 2 1 0
1537723148 16 2 1 0
1537782117 16 3 1 0
1537782205 17 3 1 0
1537782701 18 3 1 0
1537990209 18 4 1 0
1539204812 18 5 1 0
1541408910 18 5 1 1
1542926053 19 5 1 1
1542979168 19 5 2 1
1543840321 20 5 2 1
1543840366 20 6 2 1
1547108908 20 7 2 1
1547109423 20 8 2 1
1547554682 21 8 2 1
1547555730 22 8 2 1
1547641751 22 9 2 1
