1544015691 0 1 0
1544019367 1 1 0
1544019530 2 1 0
1544019750 2 1 1
1544020428 3 1 1
1544021314 4 1 1
1544024200 5 1 1
1544025564 6 1 1
1544025600 6 2 1
1544025613 6 3 1
1544025628 6 4 1
1544025657 7 5 1
1544026051 8 5 1
1544450310 9 5 1
1544451095 9 6 1
1544451105 9 7 1
1544476602 10 7 1
1544540056 10 8 1
1545111040 11 8 1
1545111199 12 8 1
1546596971 12 9 1
1546597167 12 10 1
1546597177 12 11 1
1546597243 12 11 2
1547112405 13 11 2
1547112449 13 12 2
1547556406 14 12 2
1547556451 14 13 2
1549035299 15 13 2
1549035787 15 14 2
1549051139 16 14 2
1549051172 16 15 2
1550070427 16 15 3
1550095510 16 15 4
1550095803 16 15 5
1550227048 17 15 5
