2018-01-22 1
2018-01-22 7
2018-01-23 6
2018-02-02 7
2018-02-07 7
2018-02-09 7
2018-02-13 7
2018-02-13 9
2018-02-19 9
2018-02-21 7
2018-02-21 9
2018-02-23 8
2018-02-26 11
2018-02-26 8
2018-02-26 9
2018-02-27 11
2018-02-27 12
2018-03-02 11
2018-03-05 11
2018-03-13 11
2018-03-14 11
2018-03-23 11
2018-03-26 11
2018-03-29 11
2018-04-10 13
2018-04-11 13
2018-04-15 11
2018-04-16 11
2018-04-16 14
2018-04-17 14
2018-04-18 14
2018-04-19 13
2018-04-20 11
2018-04-20 12
2018-04-20 13
2018-04-20 14
2018-04-23 12
2018-04-24 10
2018-04-24 12
2018-05-15 10
2018-05-17 10
2018-05-22 10
2018-05-23 10
2018-05-24 10
2018-06-12 11
2018-06-30 11
2018-07-01 11
2018-07-06 11
2018-07-07 11
2018-07-08 13
2018-07-09 13
2018-07-10 12
2018-07-10 13
2018-07-11 13
2018-07-24 13
2018-07-25 13
2018-08-03 13
2018-08-08 13
2018-08-28 13
2018-08-29 12
2018-08-29 13
2018-08-30 13
2018-09-01 13
2018-09-03 13
2018-09-04 13
2018-09-05 12
2018-09-07 12
2018-09-17 12
2018-09-22 12
2018-09-26 12
2018-09-28 12
2018-09-29 12
2018-10-02 12
2018-10-03 12
2018-10-09 12
2018-10-10 12
2018-10-11 12
2018-10-12 12
2018-10-16 12
2018-10-17 12
2018-10-21 12
2018-10-22 12
2018-10-23 12
2018-10-27 12
2018-10-28 12
2018-10-29 12
2018-10-30 12
2018-10-31 12
2018-11-04 12
2018-11-05 12
2018-11-07 12
2018-11-08 12
2018-11-11 12
2018-11-12 12
2018-11-14 12
2018-11-15 12
2018-11-16 12
2018-11-17 12
2018-11-19 12
2018-11-22 12
2018-11-24 12
2018-11-28 12
2018-12-03 12
2018-12-04 12
2018-12-11 12
2018-12-12 12
2018-12-14 12
2018-12-17 12
2019-01-16 12
2019-01-22 12
