1519279739 0 0 0 0 339 0 0 0 0
1519282280 115 0 0 0 339 0 0 0 0
1519285713 139 0 0 0 339 0 0 0 0
1519646126 158 0 0 0 339 0 0 0 0
1519648020 360 0 0 0 339 0 0 0 0
1519991409 372 0 0 0 339 0 0 0 0
1520243103 387 0 0 0 339 0 0 0 0
1520254325 388 0 0 0 339 0 0 0 0
1520254847 392 0 0 0 339 0 0 0 0
1521060153 505 0 0 0 339 0 0 0 0
1521060541 506 0 0 0 339 0 0 0 0
1521060909 509 0 0 0 339 0 0 0 0
1521061583 515 0 0 0 339 0 0 0 0
1522310197 517 0 0 0 339 0 0 0 0
1522310270 531 0 0 0 339 0 0 0 0
1523604527 610 0 0 0 339 0 0 0 0
1523607600 626 0 0 0 339 0 0 0 0
1523607632 626 0 0 86 339 0 0 0 0
1523609015 626 0 0 88 339 0 0 0 0
1523822509 630 0 0 88 339 0 0 0 0
1523876852 630 0 0 88 339 0 0 0 0
1524469603 639 0 0 88 339 0 0 0 0
1524471020 639 0 0 88 339 0 0 0 0
1524471023 639 0 0 88 339 0 0 0 0
1524471366 639 0 0 95 339 0 0 0 0
1524471615 639 0 0 95 339 0 0 0 0
1524476450 723 0 0 95 339 0 0 0 0
1524477609 800 0 0 95 339 0 0 0 0
1524477833 854 0 0 95 339 0 0 0 0
1524477880 855 0 0 95 339 0 0 0 0
1524478817 855 0 0 95 339 0 0 0 0
1524490498 861 0 0 95 339 0 0 0 0
1524491934 868 0 0 95 339 0 0 0 0
1524495087 874 0 0 95 339 0 0 0 0
1524495931 875 0 0 95 339 0 0 0 0
1524496153 877 0 0 95 339 0 0 0 0
1524550668 882 0 0 95 339 0 0 0 0
1524559791 889 0 0 95 339 0 0 0 0
1524597764 1506 0 0 95 339 0 0 0 0
1524597795 1523 0 0 95 339 0 0 0 0
1524598216 1523 0 0 95 339 0 0 0 0
1524663033 1564 0 0 95 339 0 0 0 0
1524681918 1564 0 0 95 339 0 0 0 0
1524735613 1586 0 0 95 339 0 0 0 0
1524744915 1586 0 0 95 339 0 0 0 0
1525414235 1586 0 0 203 339 0 0 0 0
1525414289 1586 0 0 322 339 0 0 0 0
1525414319 1586 0 0 346 339 0 0 0 0
1525414346 1586 0 0 346 339 0 0 0 0
1525416328 1586 0 0 346 339 0 0 0 0
1526481550 1606 0 0 346 339 0 0 0 0
1526529616 1606 0 0 346 339 0 0 0 0
1526549280 1710 0 0 346 339 0 0 0 0
1526552273 1710 0 0 346 339 0 0 0 0
1526552339 1717 0 0 346 339 0 0 0 0
1526552545 1901 0 0 346 339 0 0 0 0
1526552962 1902 0 0 346 339 0 0 0 0
1526558436 1919 0 0 346 339 0 0 0 0
1526977266 1929 0 0 346 339 0 0 0 0
1527061675 1929 0 0 346 339 0 0 0 0
1527065101 1957 0 0 346 339 0 0 0 0
1527065421 1957 0 0 346 339 0 0 0 0
1527179531 1960 0 0 346 339 0 0 0 0
1527180398 1965 0 0 346 339 0 0 0 0
1527180617 1965 0 0 346 339 0 0 0 0
1527181637 1970 0 0 346 339 0 0 0 0
1527181818 1970 0 0 346 339 0 0 0 0
1527186370 1974 0 0 346 339 0 0 0 0
1527186616 1974 0 0 346 339 0 0 0 0
1528799689 1974 0 0 426 339 0 0 0 0
1528800060 1974 0 0 426 339 0 0 0 0
1528819247 1974 0 0 426 339 0 0 0 2
1528823134 1974 0 0 426 339 0 0 0 2
1530388782 2027 0 0 426 339 0 0 0 2
1530389131 2027 0 0 426 339 0 0 0 2
1530447626 2027 0 0 426 339 0 16 0 2
1530447922 2027 0 0 426 339 0 16 0 2
1530449693 2027 0 0 426 339 0 20 0 2
1530514521 2027 0 0 426 339 0 20 0 2
1530516185 2027 0 0 455 339 0 20 0 2
1530516654 2027 0 0 455 339 0 20 0 2
1530779293 2027 0 0 485 339 0 20 0 2
1530880983 2027 0 0 485 339 0 45 0 2
1530881867 2027 0 0 485 339 0 45 0 2
1531152275 2027 0 0 485 339 0 87 0 2
1531157027 2027 0 0 489 339 0 87 0 2
1531157039 2027 0 0 489 339 0 87 0 2
1531157387 2027 0 0 489 339 0 87 0 2
1531239683 2027 0 0 489 339 0 87 0 2
1531239814 2027 0 0 489 339 0 87 0 2
1531240226 2027 0 0 489 339 0 604 0 2
1531241457 2027 0 0 489 339 0 604 0 2
1531293604 2027 0 0 489 339 0 616 0 2
1531294373 2027 0 0 489 339 0 616 0 2
1531301436 2027 0 0 489 339 0 619 0 2
1531302057 2027 0 0 489 339 0 619 0 2
1531309599 2027 0 0 489 339 0 626 0 2
