1519390182 776 0 0
1519390433 1173 0 0
1519392342 1238 0 0
1519392969 1239 0 0
1519405704 1341 0 0
1519414606 1445 0 0
1519499829 1448 0 0
1519499850 1448 8 0
1519500005 1448 8 0
1519500492 1462 8 0
1519500929 1482 8 0
1519545284 1495 8 0
1519554154 1579 8 0
1519556275 1680 8 0
1519562341 1697 8 0
1519571056 1728 8 0
1519571083 1760 8 0
1519573933 1820 8 0
1519632453 1989 8 0
1519633053 2061 8 0
1519633169 2073 8 0
1519635192 2073 8 0
1519644169 2102 8 0
1519664102 2444 8 0
1519670324 2446 8 0
1519670348 2466 8 0
1519671247 2489 8 0
1519673223 2496 8 0
1519673269 2507 8 0
1519673840 2520 8 0
1519721080 2586 8 0
1519731209 2586 8 0
1519743593 2761 8 0
1519744736 2765 8 0
1519746114 2777 8 0
1519761017 2861 8 0
1519814554 2903 8 0
1519823556 2925 8 0
1519824059 2931 8 0
1519833969 2931 9 0
1519837418 2931 9 0
1519888415 2943 9 0
1519889092 2945 9 0
1519889112 2946 10 0
1519975846 3045 10 0
1519976635 3045 10 0
1519976834 3067 10 0
1519978933 3087 10 0
1519982234 3115 10 0
1519984755 3115 10 0
1520085173 3118 10 0
1520085592 3120 10 0
1520175103 3407 10 0
1520176695 3407 10 0
1520251876 3422 10 0
1520255204 3423 10 0
1520255783 3424 10 0
1520494901 3428 10 0
1520499205 3953 10 0
1520499454 3968 10 0
1520500993 4048 10 0
1520955721 4054 10 0
1521043652 4056 10 0
1521127194 4058 10 0
1521127444 4058 10 0
1521129759 4059 10 0
1521130068 4060 10 0
1521130499 4068 10 0
1521196507 4068 10 0
1521632418 4087 10 0
1521709382 4088 10 0
1521709920 4088 10 0
1521712040 4097 10 0
1521712985 4098 10 0
1521713469 4101 10 0
1522011217 4107 10 0
1522011293 4112 10 0
1522053685 4113 10 0
1522053698 4114 10 0
1522353227 4118 10 0
1523366299 4290 10 0
1523366918 4342 10 0
1523370426 4365 10 0
1523873158 4377 10 0
1523877332 4425 10 0
1524214629 4426 10 0
1524215334 4438 10 0
1524216050 4438 10 0
1524922635 4444 10 0
1531407966 4485 10 0
1531407993 4485 10 0
1531411355 5108 10 0
1531775577 5341 10 0
1531891146 5341 10 0
1532700048 5343 10 0
