1542883285 0 674 0 0
1542924700 104 674 0 0
1542924742 104 674 0 0
1542926259 106 674 0 0
1542979281 1844 674 0 0
1543218239 1844 674 0 0
1543238640 1844 674 0 0
1543238693 1846 674 0 0
1543238703 1847 674 0 0
1543239161 1849 674 0 0
1543239194 1850 674 0 0
1543239977 1851 674 0 0
1543240475 1852 674 0 0
1543261969 1863 674 0 0
1543309986 1863 674 0 67
1543310038 1863 674 0 67
1543310402 1863 674 0 73
1543313275 1863 674 0 73
1543388469 1864 674 0 73
1543388499 1864 674 0 73
1543826731 4384 674 0 73
1543827054 4402 674 0 73
1543848763 4403 674 0 73
1543869542 4469 674 0 73
1543999502 4469 674 0 73
1543999515 4469 674 0 73
1543999718 4471 674 0 73
1544001404 4539 674 0 73
1544001543 4539 674 0 73
1544005011 4542 674 0 73
1544013840 4549 674 0 73
1544013890 4549 674 0 73
1544013913 4549 674 0 73
1544478658 4561 674 0 73
1544537077 4564 674 0 73
1544540011 4564 674 0 73
1544540029 4564 674 0 73
1544555661 4564 674 26 73
1544556044 4564 674 26 73
1544557661 4565 674 26 73
1544557700 4566 674 26 73
1544791636 4570 674 26 73
1545050158 4570 674 32 73
1545052128 4570 674 32 73
1545052139 4570 674 32 73
1545052175 4571 674 32 73
1545052561 4571 674 32 73
1545056176 4571 674 38 73
1545056734 4571 674 38 73
1545061165 4576 674 38 73
1545061197 4576 674 38 73
1545062634 4576 674 42 73
1545062697 4576 674 42 73
1545122061 4835 674 42 73
1545122173 4835 674 42 73
1545122693 5085 674 42 73
1545214903 5100 674 42 73
1545214946 5100 674 42 73
1545214966 5100 674 42 73
1545215002 5125 674 42 73
1545215034 5125 674 42 73
1545215064 5126 674 42 73
1545226331 5130 674 42 73
1546430966 5130 674 42 73
1546432514 5130 674 83 73
1546434159 5130 674 83 73
1546603742 5173 674 83 73
1546864561 5173 674 83 73
1546864621 5174 674 83 73
1548842795 5193 674 83 73
1548842974 5193 674 83 73
1548845684 5194 674 83 73
1548845718 5194 674 83 73
1548943464 5195 674 83 73
1548943502 5195 674 83 73
1548943530 5195 674 83 73
1548943537 5195 674 83 73
