1542728988 0 676 0
1542738462 37 676 0
1542751926 93 676 0
1542918516 377 676 0
1542974946 594 676 0
1543261872 847 676 0
1543837601 1112 676 0
1543848050 1266 676 0
1544010406 1340 676 0
1544027870 1508 676 0
1544189551 1670 676 0
1544189722 1671 676 0
1544190175 1671 676 0
1544190388 2090 676 0
1544191664 2610 676 0
1545153653 3048 676 0
1545164023 3135 676 0
1545218979 3293 676 0
1545228406 3349 676 0
1545228467 3350 676 0
1546441301 3533 676 0
1546448567 3569 676 0
1546600405 3825 676 0
1546858350 3825 676 0
1546956923 3860 676 0
1546961720 3862 676 0
1546961745 3906 676 0
1546962813 3907 676 0
1546968252 3909 676 0
1547045323 3911 676 0
1547045353 3965 676 0
1547046235 3973 676 0
1547052635 3974 676 0
1547106450 4002 676 0
1547108004 4004 676 0
1547194225 4021 676 0
1547194546 4030 676 0
1547213565 4042 676 0
1547218988 4046 676 0
1547222334 4047 676 0
1547451785 4047 676 0
1547454849 4067 676 0
1547459142 4070 676 0
1547472968 4071 676 0
1547473000 4072 676 0
1547473019 4086 676 0
1547476088 4090 676 0
1547476815 4101 676 0
1547479918 4112 676 0
1547481835 4112 676 0
1547482915 4120 676 0
1547484253 4230 676 0
1547558546 4231 676 0
1547559154 4232 676 0
1547560328 4253 676 0
1547563143 4256 676 0
1547567839 4266 676 0
1547567891 4267 676 0
1547568139 4268 676 0
1547646781 4557 676 0
1547649050 4578 676 0
1547650986 4586 676 0
1547652484 4597 676 0
1547654899 4804 676 0
1547655338 4806 676 0
1547655523 4807 676 0
1547655809 4818 676 0
1547661682 4830 676 0
1547668497 4837 676 0
1547668949 4843 676 0
1547668999 4844 676 0
1547670313 4846 676 0
1547713459 4865 676 0
1547715729 4878 676 0
1548163257 4879 676 0
1548232168 4879 676 151
