1516795923 0 0 0 0 0 201 0 0 0 0
1517174457 220 0 0 0 0 201 0 0 0 0
1517434441 222 0 0 0 0 201 0 0 0 0
1517435034 223 0 0 0 0 201 0 0 0 0
1517435345 224 0 0 0 0 201 0 0 0 0
1517436815 226 0 0 0 0 201 0 0 0 0
1517436839 230 0 0 0 0 201 0 0 0 0
1517436865 233 0 0 0 0 201 0 0 0 0
1517436879 236 0 0 0 0 201 0 0 0 0
1518076792 237 0 0 0 0 201 0 0 0 0
1519302605 240 0 0 0 0 201 0 0 0 0
1519305751 264 0 0 0 0 201 0 0 0 0
1519719193 266 0 0 0 0 201 0 0 0 0
1519736749 267 0 0 0 0 201 0 0 0 0
1522068217 293 0 0 0 0 201 0 0 0 0
1523522865 293 0 0 70 0 201 0 0 0 0
1523523552 293 0 0 72 0 201 0 0 0 0
1523690901 293 0 0 72 0 201 0 0 0 0
1523822373 297 0 0 72 0 201 0 0 0 0
1523823145 298 0 0 72 0 201 0 0 0 0
1523876806 298 0 0 72 0 201 0 0 0 0
1524227490 299 0 0 72 0 201 0 0 0 0
1524227730 299 0 0 72 0 201 0 0 0 0
1524228186 301 0 0 72 0 201 0 0 0 0
1524229224 301 0 0 72 0 201 0 0 0 0
1524229519 301 0 0 72 0 201 0 0 0 0
1524471616 301 0 0 78 0 201 0 0 0 0
1524471910 301 0 0 78 0 201 0 0 0 0
1524478559 329 0 0 78 0 201 0 0 0 0
1524478591 329 0 0 78 0 201 0 0 0 0
1524478783 391 0 0 78 0 201 0 0 0 0
1524483618 391 0 0 78 0 201 0 0 0 0
1524490211 397 0 0 78 0 201 0 0 0 0
1524495314 408 0 0 78 0 201 0 0 0 0
1524550503 413 0 0 78 0 201 0 0 0 0
1524553302 417 0 0 78 0 201 0 0 0 0
1524553450 419 0 0 78 0 201 0 0 0 0
1524553512 419 0 0 78 0 201 0 0 0 0
1524553521 419 0 0 78 0 201 0 0 0 0
1524596768 1093 0 0 78 0 201 0 0 0 0
1524596779 1110 0 0 78 0 201 0 0 0 0
1524597616 1110 0 0 78 0 201 0 0 0 0
1526483091 1327 0 0 78 0 201 0 0 0 0
1526529618 1327 0 0 78 0 201 0 0 0 0
1526550967 1331 0 0 78 0 201 0 0 0 0
1526552080 1331 0 0 78 0 201 0 0 0 0
1526552417 1331 0 0 78 0 201 0 0 0 0
1526553004 1333 0 0 78 0 201 0 0 0 0
1526977068 1343 0 0 78 0 201 0 0 0 0
1527061668 1343 0 0 78 0 201 0 0 0 0
1527064835 1371 0 0 78 0 201 0 0 0 0
1527065114 1371 0 0 78 0 201 0 0 0 0
1527179659 1372 0 0 78 0 201 0 0 0 0
1528692536 1372 0 0 78 0 201 0 0 4 0
1528731334 1372 0 0 78 0 201 0 0 4 0
1528801940 1372 0 0 87 0 201 0 0 4 0
1528802450 1372 0 0 87 0 201 0 0 4 0
1530171436 1372 0 0 87 0 202 0 0 4 0
1530172251 1373 0 0 87 0 202 0 0 4 0
1530177059 1373 0 0 87 0 202 0 0 4 0
1530178251 1373 0 0 87 0 202 0 0 4 0
1530382506 1401 0 0 87 0 202 0 0 4 0
1530389430 1401 0 0 87 0 202 0 0 4 0
1530525837 1403 0 0 87 0 202 0 0 4 0
1530534747 1410 0 0 87 0 202 0 0 4 0
1530534980 1410 0 0 87 0 202 0 0 4 0
1530620124 1410 0 0 87 0 202 0 0 4 0
1530779122 1410 0 0 94 0 202 0 0 4 0
1530880750 1410 0 0 94 0 202 26 0 4 0
1530885502 1410 0 0 94 0 202 26 0 4 0
1531239746 1410 0 0 94 0 202 26 0 4 0
1531239831 1410 0 0 94 0 202 26 0 4 0
1531240082 1410 0 0 94 0 202 324 0 4 0
1531242756 1410 0 0 94 0 202 324 0 4 0
1531380656 1410 0 0 94 0 202 329 0 4 0
1531381544 1410 0 0 94 0 202 329 0 4 0
1532076244 1418 0 0 94 0 202 329 0 4 0
1532425675 1436 0 0 94 0 202 329 0 4 0
1532494310 1436 0 0 94 0 202 329 0 4 0
1532496040 1437 0 0 94 0 202 329 0 4 0
1532499359 1438 0 0 94 0 202 329 0 4 0
1532500066 1439 0 0 94 0 202 329 0 4 0
1533120500 1439 0 8 94 0 202 329 0 4 0
1533120770 1439 0 8 94 0 202 329 0 4 0
1533121612 1439 0 8 94 0 202 329 0 4 0
1533228171 1439 0 8 94 0 202 329 0 4 18
1533238768 1439 0 8 94 0 202 329 0 4 18
1533238844 1439 0 8 106 0 202 329 0 4 18
1533238954 1439 0 8 106 0 202 329 0 4 18
1533626453 1444 0 8 106 0 202 329 0 4 18
1533707619 1445 0 8 106 0 202 329 0 4 18
1533708155 1445 0 8 106 0 202 329 0 4 18
1533711108 1445 0 8 106 0 202 329 0 4 18
1535473220 1445 0 8 106 0 202 329 0 4 18
