1543936551 780 0 0
1544050524 780 756 0
1544050934 780 775 0
1544051345 780 780 0
1544540100 780 780 0
1544569735 780 797 0
1544570144 780 843 0
1544571814 780 843 0
1544571827 780 843 0
1544576841 780 862 0
1544576873 780 862 0
1544628311 780 863 0
1546858053 780 867 0
1546858977 780 868 0
1546859670 780 870 0
1546859818 780 870 0
1546859828 780 870 0
1546859835 780 870 0
1546860293 780 871 0
1546884224 782 871 0
1547480389 782 877 0
1547480542 782 877 0
1547737236 782 889 0
1548151029 782 889 0
1548151053 782 905 0
1548151672 782 907 0
1548935387 782 908 0
1548956203 788 908 0
1548956272 788 908 0
1548956283 788 908 0
1548956329 801 908 0
1548956436 817 908 0
1548956492 822 908 0
1548956546 831 908 0
1548956678 844 908 0
1549035289 844 909 0
1549035795 844 909 0
1550069522 844 967 0
1550071162 844 967 92
1550150832 844 968 92
1550474550 844 968 226
1550490098 844 968 226
1550490134 844 968 226
1550492887 844 968 226
1550492903 844 968 226
