1519899789 339 0 0 0 0 0 0 0 0 0 0
1519900180 339 0 330 0 0 0 0 0 0 0 0
1519908802 339 0 332 0 0 0 0 0 0 0 0
1519918139 339 0 332 0 0 0 0 0 0 0 8
1519918493 339 0 332 0 0 0 0 0 0 0 8
1520005938 339 0 511 0 0 0 0 0 0 0 8
1520236548 339 0 511 0 0 0 67 0 0 0 8
1520236830 339 0 511 0 0 0 67 0 0 0 8
1520244400 339 0 518 0 0 0 67 0 0 0 8
1520244897 339 0 518 0 0 0 73 0 0 0 8
1520244955 339 0 518 0 0 0 73 0 0 0 8
1520248960 339 0 518 0 0 0 73 0 0 0 8
1520251638 339 0 521 0 0 0 73 0 0 0 8
1520274113 339 0 540 0 0 0 73 0 0 0 8
1520281717 339 0 548 0 0 0 73 0 0 0 8
1521486357 339 0 592 0 0 0 73 0 0 0 8
1522063838 339 0 614 0 0 0 73 0 0 0 8
1522063960 339 0 617 0 0 0 73 0 0 0 8
1522064281 339 0 618 0 0 0 73 0 0 0 8
1522309491 339 0 619 0 0 0 73 0 0 0 8
1522319361 339 0 626 0 0 0 73 0 0 0 8
1523458667 339 0 632 0 0 0 73 0 0 0 8
1523819721 339 0 633 0 0 0 73 0 0 0 8
1523859173 339 0 637 0 0 0 73 0 0 0 8
1523861073 339 0 639 0 0 0 73 0 0 0 8
1524472441 339 0 639 0 0 0 73 0 0 0 8
1525078775 339 0 639 36 0 0 73 0 0 0 8
1525078920 339 0 639 44 0 0 73 0 0 0 8
1525084519 339 0 639 44 0 0 73 0 0 0 8
1528482484 339 0 642 44 0 0 73 0 0 0 8
1528729051 339 0 642 44 0 0 73 0 0 0 8
1531247446 339 0 642 44 0 0 73 0 0 0 8
1531247460 339 0 642 44 0 0 73 0 0 0 8
1531324400 339 0 642 44 0 124 73 0 0 0 8
1531380001 339 0 642 44 0 124 73 0 0 0 8
1531857065 339 0 642 44 0 138 73 0 0 0 8
1531857157 339 0 642 44 0 152 73 0 0 0 8
1532070279 339 0 642 44 0 152 73 0 0 0 8
1532075758 339 0 642 44 0 162 73 0 0 0 8
1532435075 339 0 642 44 0 162 73 0 0 0 8
1532435590 339 0 642 44 0 162 73 0 0 0 8
1532436151 339 0 642 44 0 169 73 0 0 0 8
1532436237 339 0 642 44 0 169 73 0 0 0 8
1532436256 339 0 642 44 0 176 73 0 0 0 8
1532436475 339 0 642 44 0 176 73 0 0 0 8
1532436610 339 0 642 85 0 176 73 0 0 0 8
1533120057 339 15 642 85 0 176 73 0 0 0 8
1533121646 339 15 642 85 0 176 73 0 0 0 8
1535470526 339 35 642 85 0 176 73 0 0 0 8
1535472896 339 35 642 85 0 176 73 0 0 0 8
1535483443 339 35 642 85 0 176 73 0 0 0 8
1535483566 339 35 642 89 0 176 73 0 0 0 8
1535616665 339 35 642 89 0 176 73 0 0 0 8
1536047990 339 48 642 89 0 176 73 0 0 0 8
1536049660 339 48 642 89 0 176 73 0 0 0 8
1538038166 339 75 642 89 0 176 73 0 0 0 8
1538038284 339 102 642 89 0 176 73 0 0 0 8
1538038468 339 102 642 89 0 176 73 0 0 0 8
1538038490 339 102 642 89 0 176 73 0 0 0 8
1538256894 339 120 642 89 0 176 73 0 0 0 8
1538257000 339 138 642 89 0 176 73 0 0 0 8
1538257367 339 138 642 89 0 176 73 0 0 0 8
1538257380 339 138 642 89 0 176 73 0 0 0 8
1539339319 339 173 642 89 0 176 73 0 0 0 8
1539339442 339 208 642 89 0 176 73 0 0 0 8
1539339561 339 243 642 89 0 176 73 0 0 0 8
1539339635 339 243 642 89 0 176 73 0 0 0 8
1539339641 339 243 642 89 0 176 73 0 0 0 8
1539339647 339 243 642 89 0 176 73 0 0 0 8
1540972385 339 267 642 89 0 176 73 0 0 0 8
1540972518 339 291 642 89 0 176 73 0 0 0 8
1540972548 339 291 642 89 0 176 73 0 0 0 8
1540972564 339 291 642 89 0 176 73 0 0 0 8
1541084632 339 295 642 89 0 176 73 0 0 0 8
1541087827 339 295 642 89 0 176 73 0 0 0 8
1541157224 339 298 642 89 0 176 73 0 0 0 8
1541157263 339 298 642 89 0 176 73 0 0 0 8
1541170629 339 298 642 92 0 176 73 0 0 0 8
1541179994 339 299 642 92 0 176 73 0 0 0 8
1541180012 339 299 642 92 0 176 73 0 0 0 8
1541350394 339 303 642 92 0 176 73 0 0 0 8
1541350406 339 303 642 92 0 176 73 0 0 0 8
1541368641 339 304 642 92 0 176 73 0 0 0 8
1541368654 339 304 642 92 0 176 73 0 0 0 8
1541506663 339 310 642 92 0 176 73 0 0 0 8
1541506678 339 310 642 92 0 176 73 0 0 0 8
1541524381 339 311 642 92 0 176 73 0 0 0 8
1541524399 339 311 642 92 0 176 73 0 0 0 8
1541588619 339 314 642 92 0 176 73 0 0 0 8
1541588633 339 314 642 92 0 176 73 0 0 0 8
1541601812 339 315 642 92 0 176 73 0 0 0 8
1541601831 339 315 642 92 0 176 73 0 0 0 8
1541680309 339 318 642 92 0 176 73 0 0 0 8
1541680325 339 318 642 92 0 176 73 0 0 0 8
1541687547 339 319 642 92 0 176 73 0 0 0 8
1541687562 339 319 642 92 0 176 73 0 0 0 8
