1518076071 0 1 0 0
1519220398 34 1 0 0
1519909771 55 1 0 0
1519984825 56 1 0 0
1520236306 89 1 0 0
1520237570 114 1 0 0
1520237609 21792 1 0 0
1521059258 23078 1 0 0
1521059291 23080 1 0 0
1522066418 24171 1 0 0
1522586693 24413 1 0 0
1522998883 24573 1 0 0
1523691845 24576 1 0 0
1523879866 24576 1 0 0
1524128924 24576 1 0 0
1524132237 24576 1 0 0
1524595576 25250 1 0 0
1524637598 25251 1 0 0
1537723148 25360 1 0 0
1537782117 25360 1 0 0
1537782205 25386 1 0 0
1537782701 25387 1 0 0
1537990209 25387 4 0 0
1539204812 25387 4 0 0
1541408910 25387 4 0 2
1542926053 25389 4 0 2
1542979168 25389 4 0 2
1543840321 25395 4 0 2
1543840366 25395 4 0 2
1547108908 25395 6 0 2
1547109423 25395 6 0 2
1547554682 25569 6 0 2
1547555730 25579 6 0 2
1547641751 25579 6 0 2
