1537773035 0 1 0 0 0
1539086825 1 1 0 0 0
1539089305 2 1 0 0 0
1539089350 3 1 0 0 0
1539089837 4 1 0 0 0
1539101065 4 2 0 0 0
1539109734 5 2 0 0 0
1539109786 5 3 0 0 0
1539112758 5 3 1 0 0
1539115700 5 4 1 0 0
1539115864 6 4 1 0 0
1539116403 7 4 1 0 0
1539166756 7 5 1 0 0
1539166767 7 6 1 0 0
1539168176 8 6 1 0 0
1539168236 9 6 1 0 0
1539174432 9 7 1 0 0
1539174442 9 8 1 0 0
1539174593 10 8 1 0 0
1539174637 11 8 1 0 0
1539174677 12 8 1 0 0
1539175090 13 8 1 0 0
1539175347 13 9 1 0 0
1539177352 13 10 1 0 0
1539187448 14 10 1 0 0
1539187458 15 10 1 0 0
1539678166 15 11 1 0 0
1539678368 16 11 1 0 0
1539680131 16 11 1 1 0
1539682543 16 11 1 2 0
1539684941 16 11 1 3 0
1540282934 16 11 1 4 0
1540568609 16 11 1 5 0
1542313990 16 11 2 5 0
1542356373 16 12 2 5 0
1542358383 16 12 2 6 0
1542380954 17 12 2 6 0
1542384625 17 12 2 7 0
1542411148 17 12 3 7 0
1542412176 17 12 3 7 1
1542413639 17 12 4 7 1
1542414402 17 12 4 7 2
1542418548 17 12 5 7 2
1542419303 17 12 5 7 3
1542624239 17 13 5 7 3
1542625069 17 13 6 7 3
1542625795 17 13 6 7 4
1542635818 18 13 6 7 4
1542652566 18 14 6 7 4
1542653916 18 14 7 7 4
1542654853 18 14 7 7 5
1542736121 19 14 7 7 5
1542736200 20 14 7 7 5
1542737208 21 14 7 7 5
1542739531 21 14 7 8 5
1542739700 22 14 7 8 5
1542740602 23 14 7 8 5
1542740877 23 14 7 9 5
1542744732 24 14 7 9 5
1542749413 25 14 7 9 5
1542809041 25 15 7 9 5
1542809122 26 15 7 9 5
1542861893 26 16 7 9 5
1542880088 26 16 8 9 5
1542911255 27 16 8 9 5
1542911357 27 17 8 9 5
1543385661 27 17 8 9 6
1543544441 27 17 9 9 6
1543545949 27 17 9 9 7
1544408549 27 17 10 9 7
1544409472 27 17 10 9 8
