1537727393 0 2 0 0 0 0
1537791967 0 2 0 0 41 0
1537792140 2843 2 0 0 53 0
1538760188 2884 2 0 0 53 0
1538938283 2884 2 0 0 53 0
1538941870 3056 2 0 0 53 0
1538942109 3056 2 0 0 53 0
1538942262 3062 2 0 0 53 0
1539084751 3071 2 0 0 53 0
1539086454 3071 2 0 30 53 0
1539088053 3097 2 0 30 53 0
1539091672 3097 2 0 30 53 0
1539091951 3103 2 0 30 53 0
1539092902 3103 2 0 30 53 0
1539100905 3103 2 0 30 53 0
1539111630 3120 2 0 30 53 0
1539112590 3132 2 0 30 53 0
1539113917 3138 2 0 30 53 0
1539114122 3152 2 0 30 53 0
1539115652 3206 2 0 30 53 0
1539151969 3206 2 0 39 53 0
1539154933 3206 2 0 39 53 0
1539155332 3206 2 0 39 53 0
1539155389 3206 2 0 39 53 0
1539155410 3206 2 0 39 53 0
1539155437 3206 2 0 39 53 0
1539155461 3206 2 0 39 53 0
1539155501 3206 2 0 39 53 0
1539155575 3209 2 0 39 53 0
1539156105 3301 2 0 39 53 0
1539159511 3301 2 0 39 53 0
1539165751 3302 2 0 39 53 0
1539166056 3350 2 0 39 53 0
1539169493 3363 2 0 39 53 0
1539169844 3363 2 0 39 53 0
1539169888 3363 2 0 39 53 0
1539174284 3434 2 0 39 53 0
1539175603 3434 2 0 39 53 0
1539176253 3434 2 0 39 53 0
1539179401 3436 2 0 39 53 0
1539183444 3437 2 0 39 53 0
1539183497 3441 2 0 39 53 0
1539183703 3441 2 0 39 53 0
1539184593 3460 2 0 39 53 0
1539187336 3462 2 0 39 53 0
1539196595 3463 2 0 39 53 0
1539197958 3465 2 0 39 53 0
1539255878 3465 2 0 39 53 0
1539259383 3465 2 0 39 53 0
1539259391 3465 2 0 39 53 0
1539259489 3465 2 0 42 53 0
1539260274 3465 2 0 42 53 0
1539272105 3465 2 0 45 53 0
1539272517 3465 2 0 45 53 0
1539335498 3465 2 0 45 53 0
1539335520 3465 2 0 45 53 0
1539335846 3465 2 0 45 53 0
1539879416 3465 2 0 81 53 0
1539881458 3465 2 0 81 53 0
1540137065 3465 2 0 93 53 0
1540137214 3465 2 0 93 53 0
1540411682 3465 2 0 93 53 46
1540414673 3465 2 0 93 53 50
1540471750 3465 2 0 93 53 50
1540472367 3465 2 0 93 91 50
1540472513 3465 2 0 93 97 50
1540474641 3465 2 0 93 117 50
1540551583 3465 2 0 93 117 50
1540551775 3465 2 0 93 117 50
1540570168 3465 2 0 93 117 106
1540572744 3465 2 0 93 117 114
1540579768 3465 2 0 93 117 190
1540580456 3465 2 0 93 117 190
1540588449 3465 2 0 93 117 190
1540682191 3465 2 0 93 117 198
1540683206 3465 2 0 93 117 203
1540683569 3465 2 0 93 117 206
1540838276 3465 2 0 93 117 208
1540884644 3465 2 0 93 117 208
1540898545 3465 2 0 136 117 208
1540901802 3465 2 0 136 117 208
1540973114 3465 2 0 139 117 208
1540973605 3465 2 0 139 117 208
1541369330 3465 2 0 175 117 208
1541369470 3465 2 0 175 117 208
1541426375 3465 2 0 175 118 208
1541426965 3465 2 0 175 119 208
1541429614 3465 2 0 189 119 208
1541429913 3465 2 0 189 119 208
1541481067 3465 2 0 189 119 208
1541483185 3465 2 0 189 119 208
1541483462 3511 2 0 189 119 208
1541577177 3511 2 0 189 119 208
1541578505 3511 2 0 221 119 208
1541578826 3511 2 0 221 119 208
1541703193 3511 2 0 224 119 208
1541703671 3511 2 0 224 119 208
1542193099 3511 2 0 224 119 208
1542193111 3511 2 0 224 119 208
1542194354 3516 2 0 224 119 208
1542203006 3519 2 0 224 119 208
1542277715 3519 2 0 259 119 208
1542278278 3519 2 0 259 119 208
1542294578 3531 2 0 259 119 208
1542295847 3533 2 0 259 119 208
1542296345 3533 2 0 259 119 208
1542296843 3536 2 0 259 119 208
1542296949 3539 2 0 259 119 208
1542297035 3541 2 0 259 119 208
1542317714 3542 2 0 259 119 208
1542332675 3542 2 0 289 119 208
1542333255 3542 2 0 289 119 208
1542361981 3542 2 0 289 119 208
1542362064 3542 2 0 289 119 208
1542380554 3543 2 0 289 119 208
1542386290 3543 2 0 292 119 208
1542387612 3543 2 0 292 119 208
1542455690 3553 2 0 292 119 208
1542457135 3616 2 0 292 119 208
1542457291 3616 2 0 292 119 208
1542457600 3616 2 0 292 119 208
1542458646 3616 2 0 292 119 208
1542463240 3616 2 0 295 119 208
1542464282 3616 2 0 295 119 208
1542572756 3616 2 0 295 119 208
1542572886 3616 2 0 295 119 208
1542625979 3620 2 0 295 119 208
1542626081 3621 2 0 295 119 208
1542626383 3621 2 0 295 119 208
1542628269 3967 2 0 295 119 208
1542628839 3968 2 0 295 119 208
1542628997 4003 2 0 295 119 208
1542666438 4003 2 0 298 119 208
1542667073 4003 2 0 298 119 208
1542707304 4004 2 0 298 119 208
1542708278 4004 2 0 298 119 208
1542713525 4006 2 0 298 119 208
1542713639 4006 4 0 298 119 208
1542713787 4008 4 0 298 119 208
1542743443 4009 4 0 298 119 208
1542743498 4009 4 0 298 119 208
1542749738 4009 4 0 298 119 208
1542750389 4011 4 0 298 119 208
1542806242 4118 4 0 298 119 208
1542806693 4124 4 0 298 119 208
1542807862 4162 4 0 298 119 208
1542808899 4162 4 0 298 119 208
1542861962 4162 4 0 298 119 208
1542862004 4162 4 0 298 119 208
1542862249 4162 4 0 298 119 208
1542884416 4162 4 0 325 119 208
1542885089 4162 4 0 325 119 208
1542908602 4163 4 0 325 119 208
1542908655 4163 4 0 325 119 208
1542911065 4165 4 0 325 119 208
1542912399 4165 4 0 325 119 208
1542973080 4165 4 0 325 119 208
1542973534 4165 4 0 325 119 208
1543168987 4165 4 0 331 119 208
1543169344 4165 4 0 331 119 208
1543311587 4165 4 0 358 119 208
1543312490 4165 4 0 358 119 208
1543313250 4165 4 0 358 146 208
1543314866 4165 4 0 358 162 208
1543314880 4165 4 0 358 203 208
1543323116 4165 4 0 358 203 208
1543390893 4165 4 0 413 203 208
1543391104 4165 4 0 413 203 208
1543397740 4165 4 0 416 203 208
1543397986 4165 4 0 416 203 208
1543929857 4183 4 0 416 203 208
1543930640 4205 4 0 416 203 208
1543930710 4209 4 0 416 203 208
1543930814 4209 4 0 416 203 208
1543930821 4209 4 0 416 203 208
1543933275 4217 4 0 416 203 208
1543935739 4247 4 0 416 203 208
1543936452 4248 4 0 416 203 208
1543937228 4248 4 0 416 203 208
1543937249 4248 4 0 416 203 208
1543942547 4252 4 0 416 203 208
1544002633 4253 4 0 416 203 208
1544003204 4253 4 0 416 203 208
1544003221 4253 4 0 416 203 208
1544015568 4278 4 0 416 203 208
1544017219 4278 4 0 416 203 208
1544050414 4282 4 0 416 203 208
1544117355 4282 4 0 424 203 208
1544118056 4282 4 0 424 203 208
1544189910 4282 4 0 450 203 208
1544190230 4282 4 0 450 203 208
1544467345 4282 4 0 462 203 208
1544467884 4282 4 0 462 203 208
1544518370 4282 4 0 465 203 208
1544518931 4282 4 0 465 203 208
1544540242 4282 4 0 465 203 208
1544540585 4289 4 0 465 203 208
1544571114 4291 4 0 465 203 208
1544574311 4291 4 0 465 203 208
1544574393 4299 4 0 465 203 208
1544575817 4299 4 0 465 203 208
1544576834 4299 4 0 468 203 208
1544577921 4299 4 0 468 203 208
1545053162 4299 4 0 470 203 208
1545053852 4299 4 0 470 203 208
1545641456 4299 4 0 501 203 208
1545641701 4299 4 0 501 203 208
1547191598 4342 4 0 501 203 208
1547191660 4346 4 0 501 203 208
1547191992 4346 4 0 501 203 208
1547643653 4347 4 0 501 203 208
1547643714 4347 4 0 501 203 208
1547644048 4349 4 0 501 203 208
1547644103 4349 4 0 501 203 208
1547650934 4365 4 0 501 203 208
1547654045 4365 4 0 501 203 208
1547721589 4365 4 0 501 203 208
1547726188 4365 4 0 501 203 208
1547735334 4375 4 0 501 203 208
1547735882 4377 4 0 501 203 208
1547741213 4377 4 0 501 203 208
1547741223 4377 4 0 501 203 208
1547798307 4378 4 0 501 203 208
1547798359 4378 4 0 501 203 208
1548156379 4429 4 0 501 203 208
1548178223 4429 4 0 501 203 208
1548184059 4429 4 0 574 203 208
1548184536 4429 4 0 574 203 208
