1542738845 2 0 0
1542739087 3 0 0
1542787125 4 0 0
1542790083 5 0 0
1542863364 5 1 0
1542873627 6 1 0
1542881690 7 1 0
1543221808 7 2 0
1543222374 7 3 0
1543222598 8 3 0
1543226475 8 4 0
1543226568 9 4 0
1543242567 9 5 0
1543257452 10 5 0
1543587750 11 5 0
1543587816 12 5 0
1543597123 12 6 0
1543912722 13 6 0
1543913154 13 7 0
1543913409 14 7 0
1543914543 14 7 1
1543914857 14 7 2
1543914878 15 7 2
1543915044 16 7 2
1543915240 17 7 2
1543915346 18 7 2
1543915963 18 7 3
1543920063 19 7 3
1543921563 20 7 3
1547728493 20 7 4
1547728619 21 7 4
1547734823 21 7 5
1547743308 22 7 5
1548851100 22 8 5
1548851221 22 8 6
1548938526 22 9 6
1549033737 22 9 7
1549033749 22 9 8
1549033909 22 10 8
1549034050 22 10 9
1550132136 23 10 9
1550141925 23 11 9
1550234036 23 12 9
1550234434 23 13 9
1550240211 23 14 9
1550240879 24 14 9
1550240912 32 14 9
1550241320 33 14 9
1550241942 34 14 9
1550246343 34 15 9
1550328677 35 15 9
1550328730 36 15 9
1550328738 37 15 9
1550495145 37 16 9
1550562427 38 16 9
1550566801 38 16 10
1550569000 38 17 10
1550569274 38 17 11
1550569394 38 17 12
1550569409 38 17 13
1550569422 38 17 14
1550575607 38 18 14
1550578173 38 19 14
1550584435 38 20 14
1550584988 38 21 14
1550585801 38 22 14
1550585819 38 23 14
1550585903 38 24 14
1550586653 38 25 14
1550589065 38 26 14
