1542738845 2304 0 0
1542739087 2304 0 0
1542787125 2464 0 0
1542790083 2464 0 0
1542863364 2464 25 0
1542873627 2506 25 0
1542881690 2506 25 0
1543221808 2506 30 0
1543222374 2506 32 0
1543222598 2506 32 0
1543226475 2506 34 0
1543226568 2506 34 0
1543242567 2506 36 0
1543257452 2506 36 0
1543587750 2600 36 0
1543587816 2600 36 0
1543597123 2600 38 0
1543912722 2600 38 0
1543913154 2600 68 0
1543913409 2600 68 0
1543914543 2600 68 10
1543914857 2600 68 11
1543914878 2601 68 11
1543915044 2601 68 11
1543915240 2602 68 11
1543915346 2608 68 11
1543915963 2608 68 13
1543920063 2609 68 13
1543921563 2615 68 13
1547728493 2615 68 16
1547728619 2615 68 16
1547734823 2615 68 19
1547743308 2615 68 19
1548851100 2615 77 19
1548851221 2615 77 19
1548938526 2615 89 19
1549033737 2615 89 19
1549033749 2615 89 19
1549033909 2615 98 19
1549034050 2615 98 19
1550132136 2615 98 19
1550141925 2615 230 19
1550234036 2615 336 19
1550234434 2615 377 19
1550240211 2615 379 19
1550240879 2615 379 19
1550240912 3592 379 19
1550241320 3596 379 19
1550241942 3596 379 19
1550246343 3596 425 19
1550328677 3596 425 19
1550328730 3596 425 19
1550328738 3596 425 19
1550495145 3596 563 19
1550562427 3596 563 19
1550566801 3596 563 20
1550569000 3596 564 20
1550569274 3596 564 21
1550569394 3596 564 21
1550569409 3596 564 21
1550569422 3596 564 21
1550575607 3596 767 21
1550578173 3596 865 21
1550584435 3596 1469 21
1550584988 3596 1471 21
1550585801 3596 1472 21
1550585819 3596 1473 21
1550585903 3596 1476 21
1550586653 3596 1483 21
1550589065 3596 1487 21
