2018-01-22 2
2018-01-22 3
2018-01-23 3
2018-01-23 4
2018-01-29 4
2018-01-31 4
2018-02-02 4
2018-02-02 5
2018-02-05 5
2018-02-07 5
2018-02-08 5
2018-02-13 5
2018-02-13 6
2018-02-14 6
2018-02-19 6
2018-02-21 6
2018-02-22 6
2018-02-23 7
2018-02-26 7
2018-02-27 7
2018-03-01 6
2018-03-01 7
2018-03-02 7
2018-03-03 6
2018-03-03 7
2018-03-05 7
2018-03-13 7
2018-03-13 8
2018-03-14 8
2018-03-19 8
2018-03-21 9
2018-03-23 10
2018-03-23 8
2018-03-23 9
2018-03-26 10
2018-03-27 9
2018-03-28 9
2018-03-30 10
2018-04-04 10
2018-04-04 13
2018-04-06 16
2018-04-10 13
2018-04-13 13
2018-04-13 14
2018-04-15 13
2018-04-15 14
2018-04-16 13
2018-04-16 14
2018-04-17 14
2018-04-18 15
2018-04-19 15
2018-04-19 16
2018-04-19 18
2018-04-19 19
2018-04-19 28
2018-04-19 29
2018-04-20 16
2018-04-20 20
2018-04-20 31
2018-04-20 34
2018-04-21 32
2018-04-21 34
2018-04-21 35
2018-04-21 36
2018-04-22 36
2018-04-23 34
2018-04-23 41
2018-04-23 43
2018-04-23 45
2018-04-23 46
2018-04-24 46
2018-04-25 46
2018-04-26 46
2018-04-27 46
2018-04-27 47
2018-04-28 48
2018-04-28 49
2018-04-29 49
2018-05-02 49
2018-05-03 50
2018-05-16 50
2018-05-16 52
2018-05-17 52
2018-05-21 52
2018-05-22 52
2018-05-23 52
2018-05-24 52
2018-06-06 52
2018-06-08 52
2018-06-11 52
2018-06-11 54
2018-06-12 52
2018-06-12 54
2018-06-12 63
2018-06-18 54
2018-06-19 54
2018-06-19 61
2018-06-21 55
2018-06-25 60
2018-06-26 54
2018-06-26 55
2018-06-27 56
2018-06-27 57
2018-06-27 58
2018-06-27 60
2018-06-27 62
2018-06-28 61
2018-06-28 62
2018-07-01 63
2018-07-03 63
2018-07-04 63
2018-07-04 64
2018-07-06 63
2018-07-06 67
2018-07-11 63
2018-07-12 64
2018-07-18 63
2018-07-18 64
2018-07-19 63
2018-07-20 63
2018-07-20 64
2018-07-23 64
2018-07-24 64
2018-07-24 66
2018-07-24 67
2018-07-25 65
2018-07-25 67
2018-07-26 66
2018-07-26 67
2018-08-01 64
2018-08-01 65
2018-08-01 67
2018-08-06 67
2018-08-07 67
2018-08-30 65
2018-09-03 67
2018-09-04 67
2018-09-05 67
2018-09-11 66
2018-09-16 67
2018-09-18 66
2018-09-24 66
2018-09-25 66
2018-10-04 66
2018-10-04 67
2018-10-05 68
2018-10-06 65
2018-10-06 67
2018-10-06 68
2018-10-08 65
2018-10-08 66
2018-10-09 66
2018-10-09 67
2018-10-09 68
2018-10-09 69
2018-10-10 61
2018-10-10 63
2018-10-10 67
2018-10-10 68
2018-10-10 69
2018-10-13 61
2018-10-13 63
2018-10-14 61
2018-10-16 61
2018-10-24 61
2018-10-29 60
2018-10-29 62
2018-11-01 59
2018-11-01 60
2018-11-02 60
2018-11-03 59
2018-11-03 60
2018-11-04 60
2018-11-05 60
2018-11-06 60
2018-11-06 61
2018-11-12 61
2018-12-03 62
2018-12-06 62
2019-01-03 62
2019-01-04 63
2019-01-10 63
2019-01-15 63
2019-01-16 63
2019-01-16 64
2019-01-29 64
2019-02-01 64
2019-02-14 64
