1516599401 0 0 0 0 203 0 0 0 0 0
1516601522 0 222 0 0 203 0 0 0 0 0
1516619938 0 224 0 0 203 0 0 0 0 0
1516619947 0 256 0 0 203 0 0 0 0 0
1516695688 0 450 0 0 203 0 0 0 0 0
1516695704 0 459 0 0 203 0 0 0 0 0
1516696051 0 461 0 0 203 0 0 0 0 0
1516705162 0 562 0 0 203 0 0 0 0 0
1516710032 0 564 0 0 203 0 0 0 0 0
1516710073 0 637 0 0 203 0 0 0 0 0
1516711550 0 643 0 0 203 0 0 0 0 0
1516727147 0 680 0 0 203 0 0 0 0 0
1516727191 0 693 0 0 203 0 0 0 0 0
1516727218 0 694 0 0 203 0 0 0 0 0
1516727250 0 695 0 0 203 0 0 0 0 0
1516727286 0 714 0 0 203 0 0 0 0 0
1517180808 0 720 0 0 203 0 0 0 0 0
1517180833 0 744 0 0 203 0 0 0 0 0
1517180858 0 744 0 0 203 0 0 0 0 0
1517181640 0 746 0 0 203 0 0 0 0 0
1517183175 0 773 0 0 203 0 0 0 0 0
1517403204 0 775 0 0 203 0 0 0 0 0
1517411742 0 813 0 0 203 0 0 0 0 0
1517412003 0 828 0 0 203 0 0 0 0 0
1517412351 0 835 0 0 203 0 0 0 0 0
1517412885 0 850 0 0 203 0 0 0 0 0
1517413441 0 867 0 0 203 0 0 0 0 0
1517414838 0 869 0 0 203 0 0 0 0 0
1517436911 0 887 0 0 203 0 0 0 0 0
1517582261 0 888 0 0 203 0 0 0 0 0
1517582282 0 957 0 0 203 0 0 0 0 0
1517820803 0 960 0 0 203 0 0 0 0 0
1517984793 0 1003 0 0 203 0 0 0 0 0
1518006139 0 1005 0 0 203 0 0 0 0 0
1518077115 0 1005 0 0 203 0 0 0 0 0
1518526103 0 1007 0 0 203 0 0 0 0 0
1518526260 0 1058 0 0 203 0 0 0 0 0
1518528327 0 1063 0 0 203 0 0 0 0 0
1518615788 0 1068 0 0 203 0 0 0 0 0
1518615810 0 1070 0 0 203 0 0 0 0 0
1519020727 0 1073 0 0 203 0 0 0 0 0
1519020822 0 1084 0 0 203 0 0 0 0 0
1519021121 0 1085 0 0 203 0 0 0 0 0
1519021727 0 1091 0 0 203 0 0 0 0 0
1519024735 0 1093 0 0 203 0 0 0 0 0
1519024909 0 1099 0 0 203 0 0 0 0 0
1519200000 0 1110 0 0 203 0 0 0 0 0
1519205849 0 1126 0 0 203 0 0 0 0 0
1519289571 0 1194 0 0 203 0 0 0 0 0
1519294645 0 1225 0 0 203 0 0 0 0 0
1519302373 0 1230 0 0 203 0 0 0 0 0
1519367755 0 1237 0 0 203 0 0 0 0 0
1519634418 0 1239 0 0 203 0 0 0 0 0
1519646656 0 1239 0 0 203 0 0 0 0 0
1519653808 0 1255 0 0 203 0 0 0 0 0
1519719114 0 1265 0 0 203 0 0 0 0 0
1519719470 0 1269 0 0 203 0 0 0 0 0
1519895560 0 1289 0 0 203 0 0 0 0 0
