1536156127 0 1 0 0 0
1536170654 1 1 0 0 0
1536302770 1 1 0 0 1
1536304320 1 1 0 0 2
1536309557 1 1 0 0 3
1536309991 1 1 0 0 4
1536311217 1 1 0 0 5
1536311232 1 1 0 0 6
1536311843 1 1 0 0 7
1536312703 1 1 0 0 8
1536313013 1 1 0 0 9
1537167662 2 1 0 0 9
1537170350 2 2 0 0 9
1537172593 3 2 0 0 9
1537178452 4 3 0 0 9
1537287985 5 3 0 0 9
1537364636 6 3 0 0 9
1537364696 7 3 0 0 9
1537476681 7 3 0 0 10
1537477829 7 3 0 1 10
1537773886 7 4 0 1 10
1537778572 8 4 0 1 10
1537785922 9 4 0 1 10
1537787399 9 4 1 1 10
1537822684 11 4 1 1 10
1537822942 12 4 1 1 10
1537865666 13 4 1 1 10
1537872495 13 4 2 1 10
1537873933 13 4 3 1 10
1537990509 14 4 3 1 10
1537991619 15 4 3 1 10
1537991821 16 4 3 1 10
1537991868 17 4 3 1 10
1538026871 17 4 3 2 10
1538027824 17 5 3 2 10
1538211827 17 6 3 2 10
1538610055 17 7 3 2 10
1539086086 18 7 3 2 10
1539090956 18 7 4 2 10
1539188360 19 7 4 2 10
1539188476 20 7 4 2 10
1539352396 20 7 5 2 10
1539352400 20 7 6 2 10
1539679844 21 7 6 2 10
1539681319 21 7 7 2 10
1539690686 21 7 7 3 10
1539691804 21 7 8 3 10
1539879319 21 7 8 4 10
1539881324 21 7 9 4 10
1540541670 21 7 9 5 10
1540543887 21 7 9 5 12
1540544103 21 7 9 5 13
1540544552 21 7 9 5 14
1540843079 21 7 9 6 14
1540843619 21 7 9 6 15
1541011054 22 7 9 6 15
1541227585 22 7 9 7 15
1541227661 22 7 9 8 15
1541229191 22 7 10 8 15
1541229229 22 7 11 8 15
1542667906 23 7 11 8 15
1542668936 24 7 11 8 15
1542669013 24 8 11 8 15
1542669047 25 8 11 8 15
1542707428 25 9 11 8 15
1542821833 26 9 11 8 15
1542822406 27 9 11 8 15
1542861771 27 10 11 8 15
1542925956 28 10 11 8 15
1542927198 29 10 11 8 15
1542972042 29 10 12 8 15
1543269443 30 10 12 8 15
1543387035 31 10 12 8 15
1543387094 32 10 12 8 15
1543387538 32 11 12 8 15
1543388570 32 12 12 8 15
1543388584 32 13 12 8 15
1543409539 33 13 12 8 15
1543549002 33 13 12 9 15
1543549315 33 13 13 9 15
1544408453 33 13 13 10 15
1544409085 33 13 14 10 15
1544693687 34 13 14 10 15
1544693707 35 13 14 10 15
1544693733 36 13 14 10 15
1544693756 37 13 14 10 15
1544693804 38 13 14 10 15
1544695326 38 14 14 10 15
1544695917 39 14 14 10 15
1545053042 40 14 14 10 15
1545053088 40 15 14 10 15
1545053100 40 16 14 10 15
1545053593 41 16 14 10 15
1545055384 42 16 14 10 15
1545055759 42 17 14 10 15
1545055770 42 18 14 10 15
1545055953 43 18 14 10 15
1545055984 43 19 14 10 15
1545076122 44 19 14 10 15
1545112526 45 19 14 10 15
1545119074 46 19 14 10 15
1545123066 46 20 14 10 15
1545123072 46 21 14 10 15
1545123078 46 22 14 10 15
1545220069 46 22 14 11 15
1545220810 46 22 15 11 15
1546865721 47 22 15 11 15
1546865765 47 23 15 11 15
1547224272 48 23 15 11 15
1547224317 48 24 15 11 15
1547731612 48 24 15 12 15
1547731970 48 24 16 12 15
1549022219 48 24 16 13 15
1549022656 49 24 16 13 15
1549026781 50 24 16 13 15
1549026818 50 25 16 13 15
1549026830 50 26 16 13 15
1549027988 51 26 16 13 15
1549028047 51 27 16 13 15
1549035594 52 27 16 13 15
1549035930 52 28 16 13 15
1549262648 53 28 16 13 15
1549264485 53 29 16 13 15
1549641067 54 29 16 13 15
1549641112 57 30 16 13 15
1549641486 58 30 16 13 15
1549641913 59 30 16 13 15
1549874552 59 30 16 14 15
1549874669 59 30 16 15 15
1549877529 60 30 16 15 15
1549881186 61 30 16 15 15
1549881824 62 30 16 15 15
1549881882 62 31 16 15 15
1549881922 63 31 16 15 15
1549882070 63 32 16 15 15
1549882453 64 32 16 15 15
1549882729 64 33 16 15 15
1549882741 64 34 16 15 15
1549882752 64 35 16 15 15
1549882834 65 35 16 15 15
1549882867 65 36 16 15 15
1550128076 66 36 16 15 15
1550142329 67 36 16 15 15
1550142370 67 37 16 15 15
1550496290 68 37 16 15 15
1550497263 69 37 16 15 15
