1515763008 1 0 0 0 0 0 0 0 0 0 0 0
1515769927 2 0 0 0 0 0 0 0 0 0 0 0
1515775549 3 0 0 0 0 0 0 0 0 0 0 0
1516008028 4 0 0 0 0 0 0 0 0 0 0 0
1516008125 5 0 0 0 0 0 0 0 0 0 0 0
1516008296 6 0 0 0 0 0 0 0 0 0 0 0
1516008447 7 0 0 0 0 0 0 0 0 0 0 0
1516010270 8 0 0 0 0 0 0 0 0 0 0 0
1516010289 9 0 0 0 0 0 0 0 0 0 0 0
1516010338 10 0 0 0 0 0 0 0 0 0 0 0
1516020054 11 0 0 0 0 0 0 0 0 0 0 0
1516020116 12 0 0 0 0 0 0 0 0 0 0 0
1516020134 13 0 0 0 0 0 0 0 0 0 0 0
1516020165 14 0 0 0 0 0 0 0 0 0 0 0
1516020219 15 0 0 0 0 0 0 0 0 0 0 0
1516020242 16 0 0 0 0 0 0 0 0 0 0 0
1516020424 17 0 0 0 0 0 0 0 0 0 0 0
1516020749 18 0 0 0 0 0 0 0 0 0 0 0
1516020886 19 0 0 0 0 0 0 0 0 0 0 0
1516020934 20 0 0 0 0 0 0 0 0 0 0 0
1516021032 21 0 0 0 0 0 0 0 0 0 0 0
1516021069 22 0 0 0 0 0 0 0 0 0 0 0
1516021128 23 0 0 0 0 0 0 0 0 0 0 0
1516021810 24 0 0 0 0 0 0 0 0 0 0 0
1516080878 25 0 0 0 0 0 0 0 0 0 0 0
1516085938 26 0 0 0 0 0 0 0 0 0 0 0
1516086573 27 0 0 0 0 0 0 0 0 0 0 0
1516089025 28 0 0 0 0 0 0 0 0 0 0 0
1516089042 29 0 0 0 0 0 0 0 0 0 0 0
1516093610 30 0 0 0 0 0 0 0 0 0 0 0
1516093679 31 0 0 0 0 0 0 0 0 0 0 0
1516094135 32 0 0 0 0 0 0 0 0 0 0 0
1516095268 33 0 0 0 0 0 0 0 0 0 0 0
1516170205 34 0 0 0 0 0 0 0 0 0 0 0
1516253253 35 0 0 0 0 0 0 0 0 0 0 0
1516270003 36 0 0 0 0 0 0 0 0 0 0 0
1516272626 37 0 0 0 0 0 0 0 0 0 0 0
1516273909 38 0 0 0 0 0 0 0 0 0 0 0
1516273936 39 0 0 0 0 0 0 0 0 0 0 0
1516275026 40 0 0 0 0 0 0 0 0 0 0 0
1516297430 41 0 0 0 0 0 0 0 0 0 0 0
1516298620 42 0 0 0 0 0 0 0 0 0 0 0
1516606403 43 0 0 0 0 0 0 0 0 0 0 0
1516608971 44 0 0 0 0 0 0 0 0 0 0 0
1517155909 45 0 0 0 0 0 0 0 0 0 0 0
1517155926 46 0 0 0 0 0 0 0 0 0 0 0
1517157438 47 0 0 0 0 0 0 0 0 0 0 0
1517995882 48 0 0 0 0 0 0 0 0 0 0 0
1518010574 49 0 0 0 0 0 0 0 0 0 0 0
1518528641 50 0 0 0 0 0 0 0 0 0 0 0
