1516710403 0 0 0 201 0 0 0 0 0 0 0 0 0 0
1516710852 470 0 0 201 0 0 0 0 0 0 0 0 0 0
1516711491 470 0 0 201 0 0 0 0 0 0 0 0 0 0
1516728736 523 0 0 201 0 0 0 0 0 0 0 0 0 0
1516795749 548 0 0 201 0 0 0 0 0 0 0 0 0 0
1517155590 549 0 0 201 0 0 0 0 0 0 0 0 0 0
1517166719 549 0 0 201 0 0 0 0 0 0 0 0 0 0
1517170510 560 0 0 201 0 0 0 0 0 0 0 0 0 0
1517172072 564 0 0 201 0 0 0 0 0 0 0 0 0 0
1517177547 567 0 0 201 0 0 0 0 0 0 0 0 0 0
1517179353 1014 0 0 201 0 0 0 0 0 0 0 0 0 0
1517180533 1058 0 0 201 0 0 0 0 0 0 0 0 0 0
1517181173 1061 0 0 201 0 0 0 0 0 0 0 0 0 0
1517403160 1062 0 0 201 0 0 0 0 0 0 0 0 0 0
1517409102 1063 0 0 201 0 0 0 0 0 0 0 0 0 0
1517413400 1071 0 0 201 0 0 0 0 0 0 0 0 0 0
1517413650 1075 0 0 201 0 0 0 0 0 0 0 0 0 0
1517414752 1127 0 0 201 0 0 0 0 0 0 0 0 0 0
1517415342 1128 0 0 201 0 0 0 0 0 0 0 0 0 0
1517415358 1130 0 0 201 0 0 0 0 0 0 0 0 0 0
1517415652 1152 0 0 201 0 0 0 0 0 0 0 0 0 0
1517415816 1155 0 0 201 0 0 0 0 0 0 0 0 0 0
1517417853 1164 0 0 201 0 0 0 0 0 0 0 0 0 0
1517417912 1167 0 0 201 0 0 0 0 0 0 0 0 0 0
1517418678 1308 0 0 201 0 0 0 0 0 0 0 0 0 0
1517433012 1309 0 0 201 0 0 0 0 0 0 0 0 0 0
1517435308 1311 0 0 201 0 0 0 0 0 0 0 0 0 0
1517437461 1369 0 0 201 0 0 0 0 0 0 0 0 0 0
1517581240 1377 0 0 201 0 0 0 0 0 0 0 0 0 0
1517581446 1379 0 0 201 0 0 0 0 0 0 0 0 0 0
1517581615 1383 0 0 201 0 0 0 0 0 0 0 0 0 0
1517996448 1385 0 0 201 0 0 0 0 0 0 0 0 0 0
1517998975 1466 0 0 201 0 0 0 0 0 0 0 0 0 0
1518192081 1624 0 0 201 0 0 0 0 0 0 0 0 0 0
1518195070 1625 0 0 201 0 0 0 0 0 0 0 0 0 0
1518195545 1628 0 0 201 0 0 0 0 0 0 0 0 0 0
1518417274 1629 0 0 201 0 0 0 0 0 0 0 0 0 0
1518417464 1631 0 0 201 0 0 0 0 0 0 0 0 0 0
1519024407 1632 0 0 201 0 0 0 0 0 0 0 0 0 0
1519294569 1651 0 0 201 0 0 0 0 0 0 0 0 0 0
1519297274 1710 0 0 201 0 0 0 0 0 0 0 0 0 0
1519302418 1719 0 0 201 0 0 0 0 0 0 0 0 0 0
1519368686 1724 0 0 201 0 0 0 0 0 0 0 0 0 0
1519718925 1729 0 0 201 0 0 0 0 0 0 0 0 0 0
1519719960 1734 0 0 201 0 0 0 0 0 0 0 0 0 0
1519721420 1746 0 0 201 0 0 0 0 0 0 0 0 0 0
