1546449247 0 1 0
1546954352 1 1 0
1546955536 2 1 0
1546955593 3 1 0
1546957579 4 1 0
1546958171 5 1 0
1546958200 6 1 0
1546960153 7 1 0
1546960265 8 1 0
1547035956 9 1 0
1547037752 10 1 0
1547040610 11 1 0
1547041920 12 1 0
1547104649 13 1 0
1547219976 14 1 0
1547219995 15 1 0
1547220356 16 1 0
1547220903 17 1 0
1547222683 18 1 0
1547451257 19 1 0
1547451753 20 1 0
1547455070 21 1 0
1547456486 22 1 0
1547457013 23 1 0
1547476163 24 1 0
1547476594 25 1 0
1547482166 26 1 0
1547482898 27 1 0
1547539108 28 1 0
1547553532 29 1 0
1547557481 30 1 0
1547557986 31 1 0
1547560473 32 1 0
1547655259 33 1 0
1547670382 34 1 0
1548163499 35 1 0
1548244549 36 1 0
1548245488 36 1 1
1548314053 36 2 1
1548314072 37 3 1
1549975297 38 3 1
1549979416 38 4 1
1549984819 39 4 1
1549985263 40 4 1
1550248945 41 4 1
1550502893 42 4 1
1550586885 43 4 1
1550650765 43 5 1
1550658141 44 5 1
1550662488 45 5 1
1550663118 45 6 1
