1519715589 0 0 1 0 0 0 0 0 0 0 0 0 0
1519718490 1 0 1 0 0 0 0 0 0 0 0 0 0
1519918105 1 0 1 0 0 0 0 0 0 0 0 1 0
1519918619 1 0 2 0 0 0 0 0 0 0 0 1 0
1520103214 2 0 2 0 0 0 0 0 0 0 0 1 0
1521802919 3 0 2 0 0 0 0 0 0 0 0 1 0
1522061749 4 0 2 0 0 0 0 0 0 0 0 1 0
1522061795 5 0 2 0 0 0 0 0 0 0 0 1 0
1522156542 6 0 2 0 0 0 0 0 0 0 0 1 0
1522606661 7 0 2 0 0 0 0 0 0 0 0 1 0
1522843141 8 0 2 0 0 0 0 0 0 0 0 1 0
1522843173 9 0 2 0 0 0 0 0 0 0 0 1 0
1522843648 10 0 2 0 0 0 0 0 0 0 0 1 0
1522843678 11 0 2 0 0 0 0 0 0 0 0 1 0
1523822664 12 0 2 0 0 0 0 0 0 0 0 1 0
1524664656 13 0 2 0 0 0 0 0 0 0 0 1 0
1524664693 14 0 2 0 0 0 0 0 0 0 0 1 0
1524668511 15 0 2 0 0 0 0 0 0 0 0 1 0
1524668549 16 0 2 0 0 0 0 0 0 0 0 1 0
1524751777 17 0 2 0 0 0 0 0 0 0 0 1 0
1524751802 18 0 2 0 0 0 0 0 0 0 0 1 0
1524751825 19 0 2 0 0 0 0 0 0 0 0 1 0
1526482231 20 0 2 0 0 0 0 0 0 0 0 1 0
1526482403 21 0 2 0 0 0 0 0 0 0 0 1 0
1526482679 22 0 2 0 0 0 0 0 0 0 0 1 0
1526529673 22 0 2 0 1 0 0 0 0 0 0 1 0
1526529915 22 0 2 0 1 1 0 0 0 0 0 1 0
1526530215 22 0 2 0 1 2 0 0 0 0 0 1 0
1526550851 23 0 2 0 1 2 0 0 0 0 0 1 0
1526550909 23 0 2 0 1 3 0 0 0 0 0 1 0
1526553522 24 0 2 0 1 3 0 0 0 0 0 1 0
1526976183 25 0 2 0 1 3 0 0 0 0 0 1 0
1527061661 25 0 2 0 1 3 0 0 0 0 1 1 0
1527063284 26 0 2 0 1 3 0 0 0 0 1 1 0
1527147957 27 0 2 0 1 3 0 0 0 0 1 1 0
1527168845 28 0 2 0 1 3 0 0 0 0 1 1 0
1527177904 29 0 2 0 1 3 0 0 0 0 1 1 0
1527178206 29 0 2 0 1 4 0 0 0 0 1 1 0
1527178772 30 0 2 0 1 4 0 0 0 0 1 1 0
1527178810 30 0 2 0 1 5 0 0 0 0 1 1 0
1527179099 31 0 2 0 1 5 0 0 0 0 1 1 0
1528808534 32 0 2 0 1 5 0 0 0 0 1 1 0
1528835714 32 0 2 0 1 6 0 0 0 0 1 1 0
1528838506 34 0 2 0 1 6 0 0 0 0 1 1 0
1528838718 34 0 2 0 1 7 0 0 0 0 1 1 0
1528839011 34 0 2 0 1 8 0 0 0 0 1 1 0
1528992056 34 0 2 0 1 8 0 0 0 0 1 1 1
1528993211 34 0 2 0 1 9 0 0 0 0 1 1 1
1529413255 35 0 2 0 1 9 0 0 0 0 1 1 1
1529417711 35 0 2 0 1 10 0 0 0 0 1 1 1
1529525644 35 0 2 0 1 10 0 1 0 0 1 1 1
1529527078 35 0 2 0 1 10 0 2 0 0 1 1 1
1529527611 35 0 2 0 1 10 0 3 0 0 1 1 1
1529528415 36 0 2 0 1 11 0 3 0 0 1 1 1
1529939773 36 0 2 0 2 11 0 3 0 0 1 1 1
1529940318 36 0 2 0 3 11 0 3 0 0 1 1 1
1529941402 36 0 2 0 3 12 0 3 0 0 1 1 1
1529953799 36 0 2 0 4 12 0 3 0 0 1 1 1
1530004596 36 0 2 0 5 12 0 3 0 0 1 1 1
1530005207 36 0 2 0 6 12 0 3 0 0 1 1 1
1530083715 36 0 2 0 7 12 0 3 0 0 1 1 1
1530083980 36 0 2 0 8 12 0 3 0 0 1 1 1
1530129596 36 0 2 0 8 12 0 4 0 0 1 1 1
1530187091 36 0 2 0 8 13 0 4 0 0 1 1 1
1530188871 36 0 2 0 9 13 0 4 0 0 1 1 1
1530189926 36 0 2 0 9 14 0 4 0 0 1 1 1
1530191352 36 0 2 0 10 14 0 4 0 0 1 1 1
1530525270 37 0 2 0 10 14 0 4 0 0 1 1 1
1530532097 37 0 2 0 11 14 0 4 0 0 1 1 1
1530532481 37 1 2 0 11 14 0 4 0 0 1 1 1
1530879099 37 1 2 0 12 14 0 4 0 0 1 1 1
1530880064 38 1 2 0 12 14 0 4 0 0 1 1 1
1530880222 38 1 3 0 12 14 0 4 0 0 1 1 1
1531147141 38 1 3 0 13 14 0 4 0 0 1 1 1
1531147741 38 1 3 0 14 14 0 4 0 0 1 1 1
1531150350 38 2 3 0 14 14 0 4 0 0 1 1 1
1531150645 38 2 3 0 15 14 0 4 0 0 1 1 1
1531239758 38 2 4 0 15 14 0 4 0 0 1 1 1
1531239874 38 2 5 0 15 14 0 4 0 0 1 1 1
1531240117 38 2 5 0 15 14 1 4 0 0 1 1 1
1531248109 39 2 5 0 15 14 1 4 0 0 1 1 1
1531251133 39 3 5 0 15 14 1 4 0 0 1 1 1
1531251444 39 3 5 0 16 14 1 4 0 0 1 1 1
1531258640 39 3 6 0 16 14 1 4 0 0 1 1 1
1532004931 39 3 6 0 16 14 2 4 0 0 1 1 1
1532075669 39 4 6 0 16 14 2 4 0 0 1 1 1
1532585341 40 4 6 0 16 14 2 4 0 0 1 1 1
1532705047 40 4 6 0 16 14 3 4 0 0 1 1 1
1532705094 40 4 6 0 16 14 4 4 0 0 1 1 1
1532706303 40 4 7 0 16 14 4 4 0 0 1 1 1
1532706316 40 4 8 0 16 14 4 4 0 0 1 1 1
1532721316 40 4 9 0 16 14 4 4 0 0 1 1 1
1532929831 40 4 9 0 16 14 5 4 0 0 1 1 1
1532933556 40 4 9 0 17 14 5 4 0 0 1 1 1
1532933574 40 4 9 0 18 14 5 4 0 0 1 1 1
1532933794 40 5 9 0 18 14 5 4 0 0 1 1 1
1532934540 40 5 9 0 18 14 6 4 0 0 1 1 1
1532935034 40 6 9 0 18 14 6 4 0 0 1 1 1
1532994156 40 6 9 1 18 14 6 4 0 0 1 1 1
1532994396 40 7 9 1 18 14 6 4 0 0 1 1 1
1533108452 40 7 9 2 18 14 6 4 0 0 1 1 1
1533109006 40 8 9 2 18 14 6 4 0 0 1 1 1
1533234395 40 8 9 2 18 14 7 4 0 0 1 1 1
1533234870 40 9 9 2 18 14 7 4 0 0 1 1 1
1533560439 40 9 9 2 18 14 8 4 0 0 1 1 1
1533560866 40 10 9 2 18 14 8 4 0 0 1 1 1
1535363690 40 10 9 3 18 14 8 4 0 0 1 1 1
1535365128 40 11 9 3 18 14 8 4 0 0 1 1 1
1535471659 40 11 9 4 18 14 8 4 0 0 1 1 1
1535472486 43 12 9 4 18 14 8 4 0 0 1 1 1
1535474639 44 12 9 4 18 14 8 4 0 0 1 1 1
1535475049 45 12 9 4 18 14 8 4 0 0 1 1 1
1535475582 45 12 10 4 18 14 8 4 0 0 1 1 1
1535476453 45 12 10 5 18 14 8 4 0 0 1 1 1
1535476458 45 12 10 6 18 14 8 4 0 0 1 1 1
1535477323 45 13 10 6 18 14 8 4 0 0 1 1 1
1535477379 45 14 10 6 18 14 8 4 0 0 1 1 1
1535535389 46 14 10 6 18 14 8 4 0 0 1 1 1
1535539179 46 15 10 6 18 14 8 4 0 0 1 1 1
1535540533 46 15 10 7 18 14 8 4 0 0 1 1 1
1535540998 46 16 10 7 18 14 8 4 0 0 1 1 1
1535542019 46 16 10 8 18 14 8 4 0 0 1 1 1
1535551497 47 16 10 8 18 14 8 4 0 0 1 1 1
1535551955 47 16 11 8 18 14 8 4 0 0 1 1 1
1535551983 47 16 12 8 18 14 8 4 0 0 1 1 1
1535553387 47 17 12 8 18 14 8 4 0 0 1 1 1
1535553389 47 17 12 9 18 14 8 4 0 0 1 1 1
1535582634 47 18 12 9 18 14 8 4 0 0 1 1 1
1535966396 48 18 12 9 20 14 8 4 0 0 1 1 1
1535967415 48 18 12 9 21 14 8 4 0 0 1 1 1
1535967655 48 18 13 9 21 14 8 4 0 0 1 1 1
1535968125 48 18 13 10 21 14 8 4 0 0 1 1 1
1535968131 48 18 13 11 21 14 8 4 0 0 1 1 1
1535970807 48 19 13 11 21 14 8 4 0 0 1 1 1
1535972930 48 19 14 11 21 14 8 4 0 0 1 1 1
1535973738 49 19 14 11 21 14 8 4 0 0 1 1 1
1535975118 49 20 14 11 21 14 8 4 0 0 1 1 1
1535979473 50 20 14 11 21 14 8 4 0 0 1 1 1
1535982695 50 20 15 11 21 14 8 4 0 0 1 1 1
1535982787 50 20 15 12 21 14 8 4 0 0 1 1 1
1535983816 50 21 15 12 21 14 8 4 0 0 1 1 1
1535990475 50 21 16 12 21 14 8 4 0 0 1 1 1
1536019383 50 21 16 13 21 14 8 4 0 0 1 1 1
1536020699 50 22 16 13 21 14 8 4 0 0 1 1 1
1536043762 50 22 16 13 22 14 8 4 0 0 1 1 1
1536044870 50 23 16 13 22 14 8 4 0 0 1 1 1
1536048317 51 23 16 13 22 14 8 4 0 0 1 1 1
1536048659 52 23 16 13 22 14 8 4 0 0 1 1 1
1536049122 53 23 16 13 22 14 8 4 0 0 1 1 1
1536050195 54 23 16 13 22 14 8 4 0 0 1 1 1
1536065407 54 24 16 13 22 14 8 4 0 0 1 1 1
1536066338 54 24 16 13 23 14 8 4 0 0 1 1 1
1536066614 54 25 16 13 23 14 8 4 0 0 1 1 1
1536066661 54 25 16 13 24 14 8 4 0 0 1 1 1
1536066989 54 26 16 13 24 14 8 4 0 0 1 1 1
1536067020 54 26 16 13 25 14 8 4 0 0 1 1 1
1536067687 54 27 16 13 25 14 8 4 0 0 1 1 1
1536130164 55 27 16 13 25 14 8 4 0 0 1 1 1
