1516710403 0 0 0 1 0 0 0 0 0 0 0 0 0 0
1516710852 1 0 0 1 0 0 0 0 0 0 0 0 0 0
1516711491 2 0 0 1 0 0 0 0 0 0 0 0 0 0
1516728736 3 0 0 1 0 0 0 0 0 0 0 0 0 0
1516795749 4 0 0 1 0 0 0 0 0 0 0 0 0 0
1517155590 5 0 0 1 0 0 0 0 0 0 0 0 0 0
1517166719 6 0 0 1 0 0 0 0 0 0 0 0 0 0
1517170510 7 0 0 1 0 0 0 0 0 0 0 0 0 0
1517172072 8 0 0 1 0 0 0 0 0 0 0 0 0 0
1517177547 9 0 0 1 0 0 0 0 0 0 0 0 0 0
1517179353 10 0 0 1 0 0 0 0 0 0 0 0 0 0
1517180533 11 0 0 1 0 0 0 0 0 0 0 0 0 0
1517181173 12 0 0 1 0 0 0 0 0 0 0 0 0 0
1517403160 13 0 0 1 0 0 0 0 0 0 0 0 0 0
1517409102 14 0 0 1 0 0 0 0 0 0 0 0 0 0
1517413400 15 0 0 1 0 0 0 0 0 0 0 0 0 0
1517413650 16 0 0 1 0 0 0 0 0 0 0 0 0 0
1517414752 17 0 0 1 0 0 0 0 0 0 0 0 0 0
1517415342 18 0 0 1 0 0 0 0 0 0 0 0 0 0
1517415358 19 0 0 1 0 0 0 0 0 0 0 0 0 0
1517415652 20 0 0 1 0 0 0 0 0 0 0 0 0 0
1517415816 21 0 0 1 0 0 0 0 0 0 0 0 0 0
1517417853 22 0 0 1 0 0 0 0 0 0 0 0 0 0
1517417912 23 0 0 1 0 0 0 0 0 0 0 0 0 0
1517418678 24 0 0 1 0 0 0 0 0 0 0 0 0 0
1517433012 25 0 0 1 0 0 0 0 0 0 0 0 0 0
1517435308 26 0 0 1 0 0 0 0 0 0 0 0 0 0
1517437461 27 0 0 1 0 0 0 0 0 0 0 0 0 0
1517581240 28 0 0 1 0 0 0 0 0 0 0 0 0 0
1517581446 29 0 0 1 0 0 0 0 0 0 0 0 0 0
1517581615 30 0 0 1 0 0 0 0 0 0 0 0 0 0
1517996448 31 0 0 1 0 0 0 0 0 0 0 0 0 0
1517998975 32 0 0 1 0 0 0 0 0 0 0 0 0 0
1518192081 33 0 0 1 0 0 0 0 0 0 0 0 0 0
1518195070 34 0 0 1 0 0 0 0 0 0 0 0 0 0
1518195545 35 0 0 1 0 0 0 0 0 0 0 0 0 0
1518417274 36 0 0 1 0 0 0 0 0 0 0 0 0 0
1518417464 37 0 0 1 0 0 0 0 0 0 0 0 0 0
1519024407 38 0 0 1 0 0 0 0 0 0 0 0 0 0
1519294569 39 0 0 1 0 0 0 0 0 0 0 0 0 0
1519297274 40 0 0 1 0 0 0 0 0 0 0 0 0 0
1519302418 41 0 0 1 0 0 0 0 0 0 0 0 0 0
1519368686 42 0 0 1 0 0 0 0 0 0 0 0 0 0
1519718925 43 0 0 1 0 0 0 0 0 0 0 0 0 0
1519719960 44 0 0 1 0 0 0 0 0 0 0 0 0 0
1519721420 45 0 0 1 0 0 0 0 0 0 0 0 0 0
