1519977585 0 1 0 0 0 0 0 0 0
1519977994 1 1 0 0 0 0 0 0 0
1519980171 2 1 0 0 0 0 0 0 0
1519980407 3 1 0 0 0 0 0 0 0
1519980858 4 1 0 0 0 0 0 0 0
1519980948 5 1 0 0 0 0 0 0 0
1519982115 6 1 0 0 0 0 0 0 0
1519984631 7 1 0 0 0 0 0 0 0
1519984971 7 1 0 0 0 0 0 1 0
1519985028 7 2 0 0 0 0 0 1 0
1519985539 8 2 0 0 0 0 0 1 0
1520006958 8 2 0 0 0 0 0 2 0
1520007207 8 3 0 0 0 0 0 2 0
1520251330 9 3 0 0 0 0 0 2 0
1520251388 10 3 0 0 0 0 0 2 0
1520262483 11 3 0 0 0 0 0 2 0
1521486168 12 3 0 0 0 0 0 2 0
1523822958 13 3 0 0 0 0 0 2 0
1524137499 14 3 0 0 0 0 0 2 0
1524138313 14 3 0 0 0 0 1 2 0
1524595682 15 3 0 0 0 0 1 2 0
1524597239 16 3 0 0 0 0 1 2 0
1526483343 17 3 0 0 0 0 1 2 0
1526483382 18 3 0 0 0 0 1 2 0
1526529893 18 3 0 1 0 0 1 2 0
1526530222 18 3 0 1 0 0 2 2 0
1526530511 18 3 0 1 0 0 3 2 0
1526551100 19 3 0 1 0 0 3 2 0
1526551998 20 3 0 1 0 0 3 2 0
1526552580 20 4 0 1 0 0 3 2 0
1526552992 21 4 0 1 0 0 3 2 0
1526553564 23 4 0 1 0 0 3 2 0
1527179601 24 4 0 1 0 0 3 2 0
1527179932 25 4 0 1 0 0 3 2 0
1527180014 25 4 0 1 0 0 4 2 0
1527189952 26 4 0 1 0 0 4 2 0
1530382257 27 4 0 1 0 0 4 2 0
1530386428 27 4 0 1 0 0 5 2 0
1530386938 27 4 0 1 0 1 5 2 0
1530389135 27 4 0 1 0 1 6 2 0
1530447034 27 4 0 1 0 2 6 2 0
1530447627 27 4 0 1 0 2 7 2 0
1530449211 27 4 0 1 0 3 7 2 0
1530514223 27 4 0 1 0 3 8 2 0
1530821619 27 4 0 1 0 4 8 2 0
1530885447 27 5 0 1 0 4 8 2 0
1530886247 27 5 0 1 0 5 8 2 0
1530909117 27 6 0 1 0 5 8 2 0
1530910133 27 6 0 2 0 5 8 2 0
1530910811 27 6 0 3 0 5 8 2 0
1531238957 27 7 0 3 0 5 8 2 0
1531238983 27 8 0 3 0 5 8 2 0
1531239305 27 8 0 3 0 6 8 2 0
1531245585 27 8 1 3 0 6 8 2 0
1531293212 27 8 1 3 0 7 8 2 0
1531293848 27 8 2 3 0 7 8 2 0
1531301120 27 8 2 3 0 8 8 2 0
1531301536 27 8 3 3 0 8 8 2 0
1531309138 27 8 3 3 0 9 8 2 0
1531309677 27 8 4 3 0 9 8 2 0
1531855676 27 8 4 3 0 10 8 2 0
1531856467 27 8 5 3 0 10 8 2 0
1531897586 28 8 5 3 0 10 8 2 0
1531898912 29 8 5 3 0 10 8 2 0
1531900429 29 8 6 3 0 10 8 2 0
1531900636 29 9 6 3 0 10 8 2 0
1531902062 29 9 7 3 0 10 8 2 0
1531908927 30 9 7 3 0 10 8 2 0
1531912931 30 9 8 3 0 10 8 2 0
1532427734 31 9 8 3 0 10 8 2 0
1532494387 31 10 8 3 0 10 8 2 0
1532505136 32 10 8 3 0 10 8 2 0
1532505175 32 11 8 3 0 10 8 2 0
1532712806 32 11 8 3 0 11 8 2 0
1532713678 32 11 9 3 0 11 8 2 0
1532934377 32 11 9 3 0 12 8 2 0
1532934621 32 11 10 3 0 12 8 2 0
1532947976 32 11 10 3 1 12 8 2 0
1532948516 32 11 11 3 1 12 8 2 0
1532952427 33 11 11 3 1 12 8 2 0
1532973200 33 11 12 3 1 12 8 2 0
1533078130 34 11 12 3 1 12 8 2 0
1533100395 34 11 13 3 1 12 8 2 0
1533740720 34 11 13 3 2 12 8 2 0
1533741164 34 11 14 3 2 12 8 2 0
1533745002 34 11 14 3 3 12 8 2 0
1533745812 34 11 15 3 3 12 8 2 0
1533748222 34 11 15 3 4 12 8 2 0
1533748697 34 11 16 3 4 12 8 2 0
1533753024 34 11 16 3 5 12 8 2 0
1533753470 34 11 17 3 5 12 8 2 0
1535476389 34 11 17 3 6 12 8 2 0
1535477292 34 11 18 3 6 12 8 2 0
1535486175 34 11 18 3 7 12 8 2 0
1535486702 34 11 19 3 7 12 8 2 0
1535486833 34 11 19 4 7 12 8 2 0
1535564427 34 11 19 4 8 12 8 2 0
1535566471 34 11 20 4 8 12 8 2 0
1535589758 34 11 20 4 9 12 8 2 0
1535590448 34 11 21 4 9 12 8 2 0
1535965666 34 11 21 4 10 12 8 2 0
1535965930 34 11 22 4 10 12 8 2 0
1535974349 35 11 22 4 10 12 8 2 0
1535977855 35 11 22 4 11 12 8 2 0
1535979580 35 11 23 4 11 12 8 2 0
1535984872 35 11 23 4 12 12 8 2 0
1535985583 35 11 24 4 12 12 8 2 0
1535990483 35 12 24 4 12 12 8 2 0
1536044856 38 12 25 4 12 12 8 2 0
1536050876 39 12 25 4 12 12 8 2 0
1536051248 40 12 25 4 12 12 8 2 0
1536051388 40 13 25 4 12 12 8 2 0
1536052517 40 13 25 4 13 12 8 2 0
1536054321 41 13 25 4 13 12 8 2 0
1536054500 41 14 25 4 13 12 8 2 0
1536127554 42 14 25 4 13 12 8 2 0
1536128144 42 14 25 5 13 12 8 2 0
1536129071 43 14 25 5 13 12 8 2 0
1536129119 43 14 26 5 13 12 8 2 0
1536129294 43 14 26 6 13 12 8 2 0
1536129986 44 14 26 6 13 12 8 2 0
1536130152 44 14 27 6 13 12 8 2 0
1536130328 44 15 27 6 13 12 8 2 0
1536130386 44 16 27 6 13 12 8 2 0
1536131894 45 16 27 6 13 12 8 2 0
1536131916 45 16 27 7 13 12 8 2 0
1536131928 45 16 27 8 13 12 8 2 0
1536133075 45 16 28 8 13 12 8 2 0
1536133380 45 16 28 8 13 12 9 2 0
1536133642 45 16 28 9 13 12 9 2 0
1536133644 45 16 28 10 13 12 9 2 0
1536135359 45 16 29 10 13 12 9 2 0
1536139155 45 17 29 10 13 12 9 2 0
1536140697 46 17 29 10 13 12 9 2 0
1536141505 46 18 29 10 13 12 9 2 0
1536144566 46 19 29 10 13 12 9 2 0
1536144596 47 20 29 10 13 12 9 2 0
1536144728 47 21 29 10 13 12 9 2 0
1536144740 47 22 29 10 13 12 9 2 0
1536144756 47 23 29 10 13 12 9 2 0
1536144785 47 24 29 10 13 12 9 2 0
1536145595 48 24 29 10 13 12 9 2 0
1536145636 48 25 29 10 13 12 9 2 0
