1519214496 0 0 0 0 0 1 0 0 0 0 0 0
1519217861 1 0 0 0 0 1 0 0 0 0 0 0
1519217979 2 0 0 0 0 1 0 0 0 0 0 0
1519230049 3 0 0 0 0 1 0 0 0 0 0 0
1519402004 4 0 0 0 0 1 0 0 0 0 0 0
1519635773 5 0 0 0 0 1 0 0 0 0 0 0
1519638332 6 0 0 0 0 1 0 0 0 0 0 0
1519638350 7 0 0 0 0 1 0 0 0 0 0 0
1519638372 8 0 0 0 0 1 0 0 0 0 0 0
1519638911 9 0 0 0 0 1 0 0 0 0 0 0
1519643098 10 0 0 0 0 1 0 0 0 0 0 0
1519643286 11 0 0 0 0 1 0 0 0 0 0 0
1519646175 12 0 0 0 0 1 0 0 0 0 0 0
1519646210 13 0 0 0 0 1 0 0 0 0 0 0
1519646242 14 0 0 0 0 1 0 0 0 0 0 0
1519646418 15 0 0 0 0 1 0 0 0 0 0 0
1519647578 16 0 0 0 0 1 0 0 0 0 0 0
1519715835 17 0 0 0 0 1 0 0 0 0 0 0
1519715858 18 0 0 0 0 1 0 0 0 0 0 0
1519716805 19 0 0 0 0 1 0 0 0 0 0 0
1519716938 20 0 0 0 0 1 0 0 0 0 0 0
1519720377 21 0 0 0 0 1 0 0 0 0 0 0
1519720425 22 0 0 0 0 1 0 0 0 0 0 0
1519721051 23 0 0 0 0 1 0 0 0 0 0 0
1519990938 24 0 0 0 0 1 0 0 0 0 0 0
1519990978 25 0 0 0 0 1 0 0 0 0 0 0
1520239548 26 0 0 0 0 1 0 0 0 0 0 0
1520239903 27 0 0 0 0 1 0 0 0 0 0 0
1520259636 28 0 0 0 0 1 0 0 0 0 0 0
1520262997 29 0 0 0 0 1 0 0 0 0 0 0
1520948046 30 0 0 0 0 1 0 0 0 0 0 0
1520949331 31 0 0 0 0 1 0 0 0 0 0 0
1520949385 32 0 0 0 0 1 0 0 0 0 0 0
1520949421 33 0 0 0 0 1 0 0 0 0 0 0
1520949456 34 0 0 0 0 1 0 0 0 0 0 0
1520955222 35 0 0 0 0 1 0 0 0 0 0 0
1520956714 36 0 0 0 0 1 0 0 0 0 0 0
1520956749 37 0 0 0 0 1 0 0 0 0 0 0
1520958745 38 0 0 0 0 1 0 0 0 0 0 0
1521024796 39 0 0 0 0 1 0 0 0 0 0 0
1521024818 40 0 0 0 0 1 0 0 0 0 0 0
1521025113 41 0 0 0 0 1 0 0 0 0 0 0
1521025612 42 0 0 0 0 1 0 0 0 0 0 0
1521025655 43 0 0 0 0 1 0 0 0 0 0 0
1521026573 44 0 0 0 0 1 0 0 0 0 0 0
1521027633 45 0 0 0 0 1 0 0 0 0 0 0
1521032108 46 0 0 0 0 1 0 0 0 0 0 0
1521036432 47 0 0 0 0 1 0 0 0 0 0 0
1521036444 48 0 0 0 0 1 0 0 0 0 0 0
